com.samsung.shealth.social.public_challenge.extra,6212007,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2022-04-05 09:43:09.260,2022-04-05 09:43:09.260,2,"{""uiViewStatusItemList"":[{""isFirstDetailEnter"":false,""isNoThanksMissionNextChallenge"":false,""isNoThanksShowMissionFavorite"":false,""isShowFinished"":false,""isShowGoalReaching"":false,""joined"":true,""lastShowAwaitingPopUp"":-1,""latestLevelChangeItem"":null,""missionNumber"":0,""missionStatusList"":[{""completedTime"":1649151787640,""isPrecomplted"":false,""missionId"":1,""shownTime"":1649151780995},{""completedTime"":1649151785601,""isPrecomplted"":false,""missionId"":18,""shownTime"":1649151780995}],""pacemakerData"":{""averageStepsOfMyGroup"":0,""goal"":200000,""mode"":2,""myPercentileOfPublicChallengeInRoundTwo"":0,""myStepsOfPublicChallenge"":48,""myStepsOfToday"":48,""pcId"":22040001,""stepsOfTop01Percents"":562332,""stepsOfTop100Percents"":200000,""stepsOfTop10Percents"":396631,""stepsOfTop30Percents"":294887,""timeOfJoin"":1649109600000,""timeOfPublicChallengeEnd"":1651355999000,""timeOfPublicChallengeStart"":1648764000000},""pcId"":22040001,""previousStarCount"":0,""previousStep"":48}]}",3JD7PDJoKB,com.sec.android.app.shealth,699963a5-4a43-4f27-b9a2-f4b82a46b3f7,
