com.samsung.shealth.tracker.pedometer_step_count,6212007,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
9002,4,0,14,2022-05-31 15:24:00.000,,,2022-05-31 15:24:26.173,2022-05-31 15:24:24.675,14,1.1686041,10.52,0.58000004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-31 15:25:00.000,f5a4b307-7ed9-466d-8f0c-feaef3ba09af,
9030,4,0,15,2022-06-02 15:17:00.000,,,2022-06-02 15:23:55.998,2022-06-02 15:23:55.998,15,1.0,9.03,0.56,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:18:00.000,1c191ef1-7186-4806-bbfb-ea7562b7f422,
5421,4,0,10,2022-06-01 22:23:00.000,,,2022-06-01 22:35:02.004,2022-06-01 22:35:02.004,10,1.4166666,7.68,0.41,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-01 22:24:00.000,e17cd65b-8ec1-487b-9126-211ba8ca4852,
5464,4,0,9,2022-05-31 15:25:00.000,,,2022-05-31 15:35:01.177,2022-05-31 15:35:01.177,9,1.25,6.83,0.38,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-31 15:26:00.000,870b2efe-ed53-47ad-b9ac-3b3cbe251d95,
14657,4,0,24,2022-06-02 17:43:00.000,,,2022-06-02 17:44:22.168,2022-06-02 17:44:22.168,24,0.9722222,14.25,0.87,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 17:44:00.000,90abac76-ba5d-41fb-ae5c-c136b82bb53d,
12840,4,0,21,2022-05-31 15:44:00.000,,,2022-05-31 15:44:27.730,2022-05-31 15:44:00.645,21,1.2219483,15.690001,0.87000006,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-31 15:45:00.000,c1725dd5-87b1-4b50-b7ad-66f3c0e7782f,
53100,4,0,91,2022-06-02 16:03:00.000,,,2022-06-02 16:04:10.280,2022-06-02 16:04:10.280,91,1.0555556,56.05,3.37,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 16:04:00.000,72d4f10e-87d1-47ec-948b-9506fd779320,
10951,4,0,19,2022-06-02 17:44:00.000,,,2022-06-02 17:44:22.406,2022-06-02 17:44:22.406,19,1.0555556,11.56,0.7,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 17:45:00.000,595d02fa-08b4-4f06-a7f9-7f1e6e6f4250,
4248,4,0,9,2022-05-31 15:45:00.000,,,2022-05-31 15:47:28.601,2022-05-31 15:47:28.601,9,1.6666666,7.08,0.37,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-31 15:46:00.000,b8f9cef1-09af-47c2-b903-d0307b5de06a,
5790,4,0,10,2022-06-02 14:55:00.000,,,2022-06-02 15:15:00.605,2022-06-02 15:15:00.605,10,1.3055556,7.56,0.41,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 14:56:00.000,ce4a43cb-9f06-4469-b717-488106cb36a4,
24234,4,0,49,2022-06-02 15:23:00.000,,,2022-06-02 15:23:56.549,2022-06-02 15:23:56.549,49,1.3055556,31.64,1.77,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:24:00.000,912bb43f-a8bb-4112-b80a-72ed2235ecc8,
7690,4,0,12,2022-06-01 21:43:00.000,,,2022-06-01 21:43:53.842,2022-06-01 21:43:53.842,12,0.9166667,7.05,0.43,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-01 21:44:00.000,26a38a0f-14d3-4f7a-928c-330dc4a8690d,
8732,4,0,13,2022-06-02 15:25:00.000,,,2022-06-02 15:26:01.654,2022-06-02 15:26:01.654,13,0.8611111,7.52,0.51,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:26:00.000,cc3c4c75-14be-41c0-b6c8-a2f6f255a7f7,
2545,4,0,5,2022-05-31 15:46:00.000,,,2022-05-31 15:47:28.643,2022-05-31 15:47:28.643,5,1.5555556,3.96,0.2,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-31 15:47:00.000,6131ce69-7251-4fc2-beb9-5840424c2a60,
6609,4,0,12,2022-06-01 21:46:00.000,,,2022-06-01 21:47:24.300,2022-06-01 21:47:24.300,12,1.0833334,7.16,0.49,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-01 21:47:00.000,d1e00461-5a2b-4c9c-a21c-54cc25e1d3da,
14520,4,0,24,2022-06-02 17:43:00.000,,,2022-06-02 17:45:42.748,2022-06-02 17:45:42.748,24,1.25,18.15,0.97,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:44:00.000,e382462c-9448-43b0-b148-bd6bdc2b9ead,
4860,4,0,8,2022-05-31 15:47:00.000,,,2022-05-31 15:47:31.470,2022-05-31 15:47:30.324,8,1.2222222,5.94,0.33999997,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-31 15:48:00.000,3e7f627c-ed4d-42b6-a39b-25343083a203,
36281,4,0,65,2022-06-02 15:27:00.000,,,2022-06-02 15:28:35.159,2022-06-02 15:27:17.898,65,1.1075491,40.183437,2.3304687,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:28:00.000,018c67d1-0bd9-45cb-9b14-ceecbf5071dd,
9309,4,0,16,2022-06-01 21:47:00.000,,,2022-06-01 21:47:24.601,2022-06-01 21:47:24.601,16,1.1944444,11.12,0.5,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-01 21:48:00.000,0ee2edc2-238d-489f-b4f3-ab0ac89bf289,
11560,4,0,19,2022-06-02 17:44:00.000,,,2022-06-02 17:45:42.822,2022-06-02 17:45:42.822,19,1.25,14.45,0.77,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:45:00.000,18c4ba47-4091-4207-bd76-9fe39eeffd2d,
6782,4,0,12,2022-05-31 17:17:00.000,,,2022-05-31 17:19:56.432,2022-05-31 17:19:56.432,12,1.3888888,9.42,0.49,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-31 17:18:00.000,85085c2e-a785-44d0-a1b3-aa711d6440c9,
600,4,0,1,2022-06-02 14:57:00.000,,,2022-06-02 15:15:00.695,2022-06-02 15:15:00.695,1,1.25,0.75,0.04,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 14:58:00.000,98287c1d-5389-48df-ac30-db73ad76af53,
19373,4,0,31,2022-05-31 17:29:00.000,,,2022-05-31 17:29:29.189,2022-05-31 17:29:09.354,31,1.1938734,23.130001,1.2800001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-31 17:30:00.000,8f8c7b84-8248-4c14-b6b3-4f067a4f5806,
38200,4,0,67,2022-06-02 15:29:00.000,,,2022-06-02 15:29:55.624,2022-06-02 15:29:10.910,67,1.337929,51.110012,2.7199996,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:30:00.000,295ee520-e8fd-4c80-9869-485437875039,
9781,4,0,16,2022-06-01 21:53:00.000,,,2022-06-01 21:55:00.114,2022-06-01 21:55:00.114,16,0.9722222,9.51,0.57,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-01 21:54:00.000,18330ee3-62dd-47a2-8728-8616ab5129f4,
20764,4,0,38,2022-06-02 17:45:00.000,,,2022-06-02 17:45:56.233,2022-06-02 17:45:42.900,38,1.4139599,29.360008,1.5399996,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:46:00.000,c5e66a2a-8585-42c1-a0ea-54926aa1682f,
35578,4,0,60,2022-06-02 16:04:00.000,,,2022-06-02 16:05:59.841,2022-06-02 16:04:10.440,60,1.0152208,36.12,2.12,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 16:05:00.000,4931a03e-e681-4da5-9814-d99c55b0c470,
9064,4,0,16,2022-05-31 17:30:00.000,,,2022-05-31 17:30:56.450,2022-05-31 17:30:53.943,16,1.3503888,12.240002,0.6600001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-31 17:31:00.000,973bffa4-c943-42fe-836d-449e5e00ba39,
13388,4,0,23,2022-06-02 15:32:00.000,,,2022-06-02 15:35:00.491,2022-06-02 15:35:00.491,23,1.3055556,17.48,0.95,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:33:00.000,a38ade47-d297-400d-a2e2-1a6d9c3b4ccf,
9462,4,0,13,2022-06-01 21:54:00.000,,,2022-06-01 21:55:00.229,2022-06-01 21:55:00.229,13,0.7777778,7.36,0.5,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-01 21:55:00.000,011ec609-45c9-4fa9-8d19-7fbc0242f234,
7974,4,0,11,2022-05-31 13:19:00.000,,,2022-05-31 13:19:04.274,2022-05-31 13:19:03.604,11,0.7828123,6.2421875,0.39990234,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-31 13:20:00.000,502b7429-7ed5-4fa5-9d07-810a111ce2ea,
22963,4,0,42,2022-06-02 17:46:00.000,,,2022-06-02 17:46:25.366,2022-06-02 17:46:04.711,42,1.4205189,32.620014,1.6799996,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:47:00.000,663d0b75-bdff-47df-9064-01106dc96eb1,
9918,4,0,18,2022-05-31 13:20:00.000,,,2022-05-31 13:20:35.419,2022-05-31 13:20:35.419,18,1.1111112,11.02,0.66,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-31 13:21:00.000,ecb55b47-2919-4a0d-aec3-fc0fae6af398,
7396,4,0,14,2022-06-02 15:34:00.000,,,2022-06-02 15:35:00.600,2022-06-02 15:35:00.600,14,1.4722222,10.89,0.57,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:35:00.000,4887aad8-3acc-4b08-ace5-a8f8355c8c34,
6020,4,0,10,2022-06-01 21:55:00.000,,,2022-06-01 21:58:41.338,2022-06-01 21:58:41.338,10,1.0,6.02,0.32,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-01 21:56:00.000,c5445d1a-00b8-43e3-8433-bd55aa4c649c,
4634,4,0,8,2022-06-02 17:48:00.000,,,2022-06-02 17:52:30.821,2022-06-02 17:52:30.821,8,1.3055556,6.05,0.33,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:49:00.000,6883eed6-2bdb-47e9-a811-27008002d439,
7579,4,0,13,2022-05-31 13:22:00.000,,,2022-05-31 13:22:04.685,2022-05-31 13:22:03.032,13,1.0277778,7.79,0.46,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-31 13:23:00.000,6ab24331-805a-4cdd-9cd8-fda8be10f9ce,
36319,4,0,59,2022-06-02 14:59:00.000,,,2022-06-02 15:15:00.775,2022-06-02 15:15:00.775,59,1.2222222,44.39,2.38,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:00:00.000,0cfaa5ee-657d-432f-a9c1-4d169d1648aa,
31392,4,0,56,2022-05-31 14:43:00.000,,,2022-05-31 14:44:06.234,2022-05-31 14:43:20.991,56,1.0988013,34.494064,2.1599805,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-31 14:44:00.000,f6a98a71-118e-4772-90e4-b973c2447eda,
13898,4,0,19,2022-06-01 21:59:00.000,,,2022-06-01 22:04:10.233,2022-06-01 22:04:10.233,19,0.7777778,10.81,0.76,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-01 22:00:00.000,294a41f8-e35d-4776-960e-f746fed29621,
23391,4,0,41,2022-06-02 15:36:00.000,,,2022-06-02 15:36:41.406,2022-06-02 15:36:10.229,41,1.3440627,31.440006,1.48,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:37:00.000,947208e7-752b-4818-96de-5bdc6029fef2,
6049,4,0,10,2022-06-02 17:49:00.000,,,2022-06-02 17:52:30.912,2022-06-02 17:52:30.912,10,1.2777778,7.73,0.41,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:50:00.000,8bb53fce-357e-4440-a29d-6bf58c576920,
1167,4,0,2,2022-06-02 16:05:00.000,,,2022-06-02 16:06:00.121,2022-06-02 16:06:00.121,2,1.0277778,1.2,0.07,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 16:06:00.000,2bfebf0e-9075-43e8-a074-7ee2f7319d56,
37267,4,0,65,2022-06-02 15:01:00.000,,,2022-06-02 15:15:03.132,2022-06-02 15:15:03.132,65,1.3333334,49.69,2.62,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:02:00.000,299cc652-0956-403d-ad3c-562fcc553c89,
14992,4,0,24,2022-06-01 22:02:00.000,,,2022-06-01 22:04:10.334,2022-06-01 22:04:10.334,24,0.9444444,14.16,0.89,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-01 22:03:00.000,2e10a156-ce1b-48ba-9345-9bdc9aa29706,
15128,4,0,24,2022-06-02 17:51:00.000,,,2022-06-02 17:52:30.965,2022-06-02 17:52:30.965,24,1.1944444,18.07,0.98,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:52:00.000,9c5e4665-f579-407e-accb-998a86be8b7f,
10230,4,0,18,2022-06-02 15:41:00.000,,,2022-06-02 15:46:59.197,2022-06-02 15:46:59.197,18,1.3333334,13.64,0.73,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:42:00.000,9931d68c-da67-40df-ab4c-0dc5b99ca5a4,
44520,4,0,74,2022-06-02 15:04:00.000,,,2022-06-02 15:15:03.232,2022-06-02 15:15:03.232,74,1.25,55.65,3.02,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:05:00.000,dd84f1f4-0c49-4f83-b477-bf4d43c038b0,
37363,4,0,64,2022-06-02 15:06:00.000,,,2022-06-02 15:15:03.317,2022-06-02 15:15:03.317,64,1.3055556,48.78,2.58,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:07:00.000,1e5298cb-8889-4b86-a505-89e5d6a93ebb,
7056,4,0,13,2022-06-01 22:09:00.000,,,2022-06-01 22:10:00.945,2022-06-01 22:09:58.359,13,1.1388888,8.03625,0.41964844,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-01 22:10:00.000,a35b28ba-48d2-4aeb-b8f1-fbfba463b191,
12840,4,0,20,2022-06-02 17:53:00.000,,,2022-06-02 17:55:00.656,2022-06-02 17:55:00.656,20,1.1666666,14.98,0.82,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:54:00.000,a4081247-07c0-433f-a878-c4739a80945e,
7478,4,0,13,2022-06-02 15:46:00.000,,,2022-06-02 15:46:59.936,2022-06-02 15:46:59.311,13,1.3077005,9.780001,0.53,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:47:00.000,710f22cb-b46e-4ed5-8a2e-2a9d8dee5291,
16277,4,0,30,2022-06-02 15:08:00.000,,,2022-06-02 15:15:03.414,2022-06-02 15:15:03.414,30,1.4166666,23.06,1.21,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:09:00.000,f4eca7f7-5dc0-4265-9181-1e6e955305c8,
10725,4,0,17,2022-05-31 14:44:00.000,,,2022-05-31 14:44:23.097,2022-05-31 14:44:23.097,17,0.9444444,10.13,0.61,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-31 14:45:00.000,c39e4424-b809-43de-bf1b-3ce5a9739e8c,
16090,4,0,27,2022-06-02 16:09:00.000,,,2022-06-02 16:09:35.790,2022-06-02 16:09:35.790,27,1.0,16.09,0.93,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 16:10:00.000,e71aaa09-6b5e-4da7-ad35-81fc77fb110b,
1093,4,0,2,2022-06-01 22:10:00.000,,,2022-06-01 22:10:01.369,2022-06-01 22:10:01.161,2,1.1388891,1.245,0.07986328,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-01 22:11:00.000,e50850a5-3516-45cd-b7f5-94de8cc9b811,
19494,4,0,33,2022-06-02 17:54:00.000,,,2022-06-02 17:55:00.727,2022-06-02 17:55:00.727,33,1.2777778,24.91,1.36,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:55:00.000,ec287265-a379-4ee2-9a3c-a2fbf548f983,
13396,4,0,23,2022-06-02 15:13:00.000,,,2022-06-02 15:15:03.503,2022-06-02 15:15:03.503,23,1.3055556,17.49,0.93,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:14:00.000,2747e17a-f2cd-4894-b08d-f8245c41cfc2,
22619,4,0,42,2022-06-02 15:28:00.000,,,2022-06-02 15:28:46.770,2022-06-02 15:28:35.433,42,1.1762798,26.607187,1.4589648,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:29:00.000,fe87eac6-fa10-4e97-ad1d-869db32cc09d,
12459,4,0,21,2022-06-02 15:21:00.000,,,2022-06-02 15:23:35.292,2022-06-02 15:23:35.292,21,1.2777778,15.92,0.85,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:22:00.000,e2f5e0fd-65e5-4cd1-b478-6a112397cbf7,
19427,4,0,31,2022-06-02 07:10:00.000,,,2022-06-02 07:10:44.436,2022-06-02 07:10:41.831,31,1.186994,23.060001,1.2599999,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 07:11:00.000,3f396680-3619-4374-9b14-2de6a7b09c5c,
60000,4,0,108,2022-06-02 17:55:00.000,,,2022-06-02 17:56:02.283,2022-06-02 17:56:02.283,108,1.3671668,82.03,4.37,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:56:00.000,90bf9201-ec2d-4bbe-a590-fc4fde821178,
5037,4,0,10,2022-06-03 07:41:00.000,,,2022-06-03 07:41:03.902,2022-06-03 07:41:03.902,10,1.25,6.296875,0.33984375,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-03 07:42:00.000,116a9058-ceac-4537-bc56-5be491560a29,
35065,4,0,58,2022-06-02 15:24:00.000,,,2022-06-02 15:26:05.405,2022-06-02 15:24:00.559,58,1.2522284,43.91,2.33,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:25:00.000,b1d9fa72-20f1-412d-8b5b-16699c3e6db3,
31169,4,0,52,2022-06-02 15:26:00.000,,,2022-06-02 15:27:09.175,2022-06-02 15:26:05.899,52,1.2647176,39.420002,2.11,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 15:27:00.000,cf679712-08a2-4539-9364-7cd4f7dd3555,
9677,4,0,15,2022-06-02 07:15:00.000,,,2022-06-02 07:24:19.880,2022-06-02 07:24:19.880,15,1.1666666,11.29,0.61,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 07:16:00.000,f2a3c7f5-8356-4464-ab13-0f878192806f,
11943,4,0,19,2022-06-02 17:56:00.000,,,2022-06-02 17:59:27.480,2022-06-02 17:56:02.347,19,1.1956424,14.280001,0.77,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:57:00.000,f59ef54f-9d74-47d3-a22e-f32489ccc621,
41190,4,0,76,2022-06-03 10:22:00.000,,,2022-06-03 10:24:32.557,2022-06-03 10:22:12.103,76,1.1800859,48.608437,2.6700587,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-03 10:23:00.000,64f16a67-e141-4730-b3a1-b5cff7a2dd08,
7252,4,0,10,2022-05-31 14:48:00.000,,,2022-05-31 14:48:15.513,2022-05-31 14:48:15.513,10,0.7777778,5.640625,0.3798828,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-31 14:49:00.000,e9dc84e7-0bbc-45ce-8dc7-3906c2171993,
14480,4,0,24,2022-06-02 15:05:00.000,,,2022-06-02 15:05:20.797,2022-06-02 15:05:20.797,24,1.0,14.48,0.84,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:06:00.000,66dadc11-c6ef-4e57-8801-859487ebb4d5,
5391,4,0,10,2022-06-02 16:10:00.000,,,2022-06-02 16:12:02.477,2022-06-02 16:12:02.477,10,1.1666666,6.29,0.35,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 16:11:00.000,76a0c62b-dcb4-42aa-9bba-f5c270916850,
2880,4,0,6,2022-06-02 07:25:00.000,,,2022-06-02 07:25:18.680,2022-06-02 07:25:18.680,6,1.6666666,4.8,0.24,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 07:26:00.000,3c51218b-864d-45fb-92d2-4b30e73f4766,
36198,4,0,61,2022-06-02 15:07:00.000,,,2022-06-02 15:08:52.451,2022-06-02 15:07:43.053,61,1.0362288,37.510002,2.1399999,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:08:00.000,13268e91-6ef0-418e-863b-553811d7d568,
10800,4,0,17,2022-06-03 10:23:00.000,,,2022-06-03 10:24:32.736,2022-06-03 10:24:32.736,17,0.9166667,9.9,0.64,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-03 10:24:00.000,f66eed2b-2ad5-4e9e-8892-9ccebeea49b8,
26688,4,0,44,2022-06-02 17:57:00.000,,,2022-06-02 17:59:27.581,2022-06-02 17:59:27.581,44,1.25,33.36,1.79,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 17:58:00.000,5eb38397-5116-4e92-a227-8d57836d95d8,
4206,4,0,11,2022-06-02 15:10:00.000,,,2022-06-02 15:10:53.036,2022-06-02 15:10:53.036,11,2.1944444,9.23,0.3,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:11:00.000,ebb963fd-5d9b-4211-9e52-2a27b107147b,
9480,4,0,16,2022-06-02 07:40:00.000,,,2022-06-02 07:40:12.988,2022-06-02 07:40:05.918,16,1.276271,12.1,0.65,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 07:41:00.000,b58a20ce-40a6-40d0-b05e-89e068d81dc6,
35283,4,0,61,2022-06-02 17:59:00.000,,,2022-06-02 18:00:00.095,2022-06-02 17:59:27.696,61,1.3181642,46.509995,2.4599996,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 18:00:00.000,4cc54b00-ec86-48c3-9d3f-a114c40decd6,
16141,4,0,24,2022-06-02 15:12:00.000,,,2022-06-02 15:12:49.420,2022-06-02 15:12:49.420,24,0.8611111,13.9,0.91,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:13:00.000,4163d03c-d714-46d9-847d-50f1380bd754,
26919,4,0,42,2022-06-03 10:24:00.000,,,2022-06-03 10:25:05.182,2022-06-03 10:24:32.906,42,0.91719604,24.69,1.46,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-03 10:25:00.000,081c19a2-7d15-4cf6-b33c-5de2c7eca875,
10448,4,0,19,2022-06-02 15:16:00.000,,,2022-06-02 15:17:05.155,2022-06-02 15:17:05.155,19,1.1388888,11.9,0.73,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:17:00.000,ae70721b-785e-470a-8226-d0569a46131c,
13448,4,0,21,2022-06-02 07:49:00.000,,,2022-06-02 07:50:00.314,2022-06-02 07:50:00.314,21,1.1666666,15.69,0.85,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 07:50:00.000,07f6f40d-7395-440c-80b7-0d4a12ceda7f,
8756,4,0,14,2022-05-31 14:52:00.000,,,2022-05-31 14:54:59.983,2022-05-31 14:54:59.983,14,0.9444444,8.27,0.51,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-31 14:53:00.000,8122c1ba-4281-4d21-89d3-0b49cacaebd6,
46652,4,0,76,2022-06-02 18:00:00.000,,,2022-06-02 18:00:59.629,2022-06-02 18:00:00.401,76,1.2273618,57.25997,3.0699987,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 18:01:00.000,01ac2763-3e68-41dc-b577-163b52d923bd,
10135,4,0,13,2022-06-03 10:25:00.000,,,2022-06-03 10:27:09.451,2022-06-03 10:27:09.451,13,0.7222222,7.32,0.46,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-03 10:26:00.000,7ba2028f-c7c0-4e80-8817-91e0454942fc,
13525,4,0,22,2022-06-02 15:19:00.000,,,2022-06-02 15:23:56.361,2022-06-02 15:23:56.361,22,0.9722222,13.15,0.8,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:20:00.000,e4553073-b295-49af-b658-14d7bad66166,
11198,4,0,19,2022-06-02 16:11:00.000,,,2022-06-02 16:12:02.785,2022-06-02 16:12:02.785,19,1.0277778,11.51,0.66,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 16:12:00.000,d8c5ee98-34dc-4d96-bf6b-226f681d180b,
5846,4,0,8,2022-06-02 07:50:00.000,,,2022-06-02 07:50:09.811,2022-06-02 07:50:00.517,8,0.9920311,5.8,0.33999997,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 07:51:00.000,be97524e-bca4-4bba-8b4a-4264f5888ddc,
37875,4,0,66,2022-06-02 15:24:00.000,,,2022-06-02 15:26:01.495,2022-06-02 15:26:01.495,66,1.0555556,39.98,2.38,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:25:00.000,ab58b416-bffd-4876-b744-b0d78694a2a3,
50796,4,0,91,2022-06-03 10:26:00.000,,,2022-06-03 10:27:09.607,2022-06-03 10:27:09.607,91,1.1111112,56.44,3.19,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-03 10:27:00.000,a5cb8e11-f556-45a0-b2c2-0849c27f93a4,
22960,4,0,42,2022-06-02 17:45:00.000,,,2022-06-02 17:46:00.648,2022-06-02 17:46:00.648,42,1.1388888,26.15,1.59,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 17:46:00.000,23a892ac-36b8-40da-a991-f13fcf1f1d3d,
24450,4,0,42,2022-06-02 15:26:00.000,,,2022-06-02 15:26:36.462,2022-06-02 15:26:36.462,42,1.0277777,25.13,1.44,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 15:27:00.000,e5c7a872-326e-4b1c-94f0-f33fb2e8afd2,
10877,4,0,18,2022-06-02 09:33:00.000,,,2022-06-02 09:33:53.877,2022-06-02 09:33:50.141,18,1.2604258,13.71,0.64000005,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-02 09:34:00.000,97dc3c33-bc5b-45be-96ef-6fe8513a63c6,
