com.samsung.shealth.tracker.pedometer_step_count,6212007,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
19784,4,0,37,2022-05-27 09:21:00.000,,,2022-05-27 09:22:46.582,2022-05-27 09:21:40.818,37,1.4485871,28.66,1.53,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:22:00.000,225c6704-71b3-4fa2-a665-6f905ec71183,
30943,4,0,51,2022-05-27 09:22:00.000,,,2022-05-27 09:22:46.770,2022-05-27 09:22:46.770,51,1.2222222,37.82,2.07,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:23:00.000,5542f1f7-cda0-4d1b-af5c-f51b355047ee,
22931,4,0,41,2022-05-27 11:14:00.000,,,2022-05-27 11:14:59.621,2022-05-27 11:14:45.050,41,1.3623098,31.239998,1.6800001,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 11:15:00.000,8a9c9a9d-7ceb-4414-b7d4-a0a3a45c8d8c,
13532,4,0,22,2022-05-26 12:24:00.000,,,2022-05-26 12:26:33.246,2022-05-26 12:26:33.246,22,1.2222222,16.54,0.92,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 12:25:00.000,8d7c96c8-436f-42d8-b320-3463726f64c3,
5810,4,0,8,2022-05-26 17:07:00.000,,,2022-05-26 17:15:05.207,2022-05-26 17:15:05.207,8,1.0,5.81,0.35,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 17:08:00.000,feec9798-88e9-4656-8a77-ce403a0f3312,
11312,4,0,19,2022-05-27 09:23:00.000,,,2022-05-27 09:23:44.910,2022-05-27 09:23:44.910,19,1.25,14.14,0.81,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:24:00.000,919385ac-3594-4f6d-b53c-4c4ea27cf85c,
11677,4,0,15,2022-05-26 15:12:00.000,,,2022-05-26 15:15:02.476,2022-05-26 15:15:02.476,15,0.8888889,10.38,0.69,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-26 15:13:00.000,43ac0e27-ff98-49c9-880b-d4bc23896fe3,
34903,4,0,78,2022-05-27 09:24:00.000,,,2022-05-27 09:25:01.932,2022-05-27 09:25:01.932,78,1.8333334,63.99,3.06,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:25:00.000,4c54e524-6eff-47ac-8ace-1e8fb42f616a,
20717,4,0,38,2022-05-26 17:13:00.000,,,2022-05-26 17:15:05.296,2022-05-26 17:15:05.296,38,1.4166666,29.35,1.54,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 17:14:00.000,5451fbfe-a42b-4c59-84d1-48a13c4a1986,
35280,4,0,81,2022-05-27 09:25:00.000,,,2022-05-27 09:27:47.553,2022-05-27 09:27:47.553,81,1.8888887,66.64,3.34,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:26:00.000,da12e0bf-e91b-4fdd-b09f-2a37ed66e264,
24908,4,0,43,2022-05-27 11:15:00.000,,,2022-05-27 11:16:13.106,2022-05-27 11:16:13.106,43,1.3055556,32.52,1.75,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 11:16:00.000,a6ac7f26-8ee0-4916-bda9-714d2106ebfc,
48237,4,0,91,2022-05-27 17:42:00.000,,,2022-05-27 17:43:01.460,2022-05-27 17:42:44.818,91,1.4717646,70.99454,3.7300684,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 17:43:00.000,9baaae38-85ad-4917-9ccd-897e098070c0,
7160,4,0,12,2022-05-27 11:17:00.000,,,2022-05-27 11:17:17.882,2022-05-27 11:17:15.417,12,1.25,8.950937,0.4899121,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 11:18:00.000,4de64a38-0024-4b3b-b772-369accbfbf2e,
30575,4,0,50,2022-05-26 15:13:00.000,,,2022-05-26 15:15:02.748,2022-05-26 15:15:02.748,50,1.2222222,37.37,2.07,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-26 15:14:00.000,db11260f-cd07-48f2-83f6-9dc56bc956be,
39213,4,0,65,2022-05-26 18:09:00.000,,,2022-05-26 18:09:56.454,2022-05-26 18:09:04.207,65,1.2556933,49.239986,2.639999,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 18:10:00.000,4816df3d-10de-4b44-89fe-098b20a98bde,
40562,4,0,72,2022-05-26 17:16:00.000,,,2022-05-26 17:17:00.101,2022-05-26 17:17:00.101,72,1.3611112,55.21,2.92,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 17:17:00.000,2986ba9e-6018-4929-8d5c-b0d755ea56fc,
60000,4,0,121,2022-05-27 11:18:00.000,,,2022-05-27 11:18:59.958,2022-05-27 11:18:04.435,121,1.572165,94.329895,4.839997,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:19:00.000,4f7004ec-c7a1-4b9c-be5f-8aecf3c82fc5,
44334,4,0,71,2022-05-26 15:15:00.000,,,2022-05-26 15:16:11.520,2022-05-26 15:15:02.917,71,1.1778458,52.21969,3.0899804,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-26 15:16:00.000,c0ea6c60-9f85-4461-98e4-4dee97ea6646,
60000,4,0,111,2022-05-27 11:19:00.000,,,2022-05-27 11:20:10.215,2022-05-27 11:19:00.542,111,1.4301666,85.81,4.4399986,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:20:00.000,04f97436-febb-404b-aba1-a642a4a8cff8,
60000,4,0,115,2022-05-27 11:20:00.000,,,2022-05-27 11:20:59.737,2022-05-27 11:20:10.299,115,1.5003331,90.01999,4.599998,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:21:00.000,b6183a8f-7801-4acf-9e8a-8cce08cb268a,
4850,4,0,10,2022-05-27 17:46:00.000,,,2022-05-27 17:46:55.687,2022-05-27 17:46:55.687,10,1.5833334,7.68,0.42,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 17:47:00.000,3d26e63e-81a1-43a5-a2d5-827ac8983d47,
1148,4,0,2,2022-05-27 17:48:00.000,,,2022-05-27 17:48:02.961,2022-05-27 17:48:02.961,2,1.3055557,1.5,0.08,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 17:49:00.000,3bb9eeff-9bec-4a3c-9f0b-6702de1d12b5,
26657,4,0,49,2022-05-26 17:17:00.000,,,2022-05-26 17:19:16.300,2022-05-26 17:17:01.464,49,1.4217306,37.899998,1.99,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 17:18:00.000,ac08e3bf-2e04-4c1d-b8aa-782f64e8e0dd,
42894,4,0,73,2022-05-26 15:15:00.000,,,2022-05-26 15:17:18.671,2022-05-26 15:17:18.671,73,1.2777778,54.81,3.02,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 15:16:00.000,e315cc29-4a67-44db-944e-a8adc2f2932b,
60000,4,0,112,2022-05-27 11:21:00.000,,,2022-05-27 11:21:59.806,2022-05-27 11:21:00.369,112,1.4449998,86.7,4.4799995,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:22:00.000,189218ab-709c-473d-9d4c-47ab74f74447,
20485,4,0,38,2022-05-27 17:50:00.000,,,2022-05-27 17:53:42.400,2022-05-27 17:53:42.400,38,1.4444444,29.59,1.53,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 17:51:00.000,ed9688b5-07f3-4896-a409-4603d16d561d,
57075,4,162,12,2022-05-27 09:26:00.000,,,2022-05-27 09:27:48.373,2022-05-27 09:27:48.373,174,2.8611112,163.3,14.23,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:27:00.000,b25863c2-5f3a-4b76-8d48-0d5c9f0f04b0,
60000,4,0,117,2022-05-27 11:22:00.000,,,2022-05-27 11:22:59.978,2022-05-27 11:22:00.376,117,1.5303341,91.82004,4.6799974,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:23:00.000,2e1e8a40-269d-4ec8-bb9f-f6d84e3c10bb,
5469,4,0,11,2022-05-27 17:53:00.000,,,2022-05-27 17:54:40.055,2022-05-27 17:54:40.055,11,1.5833334,8.66,0.47,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 17:54:00.000,87e8b8ef-98f2-49be-a7b9-476b1ba31d9b,
55449,4,174,0,2022-05-27 09:27:00.000,,,2022-05-27 09:28:31.361,2022-05-27 09:27:48.784,174,2.9900475,165.79517,15.240459,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:28:00.000,2c554a0e-f969-4da8-a899-ba39e7120fe0,
47313,4,0,78,2022-05-26 18:18:00.000,,,2022-05-26 18:19:00.410,2022-05-26 18:18:21.133,78,1.2423558,58.780003,3.2199993,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 18:19:00.000,9d816626-fbac-46ea-9e22-59cd0bd8baf0,
20420,4,0,35,2022-05-26 15:16:00.000,,,2022-05-26 15:17:18.736,2022-05-26 15:17:18.736,35,1.3055556,26.66,1.42,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 15:17:00.000,f429c05c-6f50-4862-a871-66377497807c,
25296,4,0,42,2022-05-26 17:19:00.000,,,2022-05-26 17:20:23.600,2022-05-26 17:19:16.397,42,1.2570964,31.8,1.72,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 17:20:00.000,37add3ef-fcc0-4a59-bbb3-5bf8d09d9cb9,
56170,4,176,0,2022-05-27 09:28:00.000,,,2022-05-27 09:29:12.511,2022-05-27 09:28:31.937,176,2.9939759,168.17267,15.53038,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:29:00.000,58783534-5e84-4a52-9f45-d6e8dd2999f5,
47104,4,0,88,2022-05-27 11:23:00.000,,,2022-05-27 11:23:53.300,2022-05-27 11:23:00.200,88,1.4569764,68.63003,3.5399985,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:24:00.000,24b4b55c-41ce-4df7-adea-629c762bd66c,
30550,4,0,54,2022-05-27 17:59:00.000,,,2022-05-27 18:00:29.604,2022-05-27 17:59:05.410,54,1.3577724,41.480007,2.2199998,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 18:00:00.000,4e81828c-0db6-4f26-bdf2-d850001e80ba,
55560,4,174,0,2022-05-27 09:29:00.000,,,2022-05-27 09:30:27.077,2022-05-27 09:29:12.774,174,2.9887676,166.05687,15.090157,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:30:00.000,01ba9586-f51c-495b-9d38-81317d225f0b,
53659,4,0,104,2022-05-27 11:18:00.000,,,2022-05-27 11:20:00.351,2022-05-27 11:20:00.351,104,1.5277778,81.98,4.23,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 11:19:00.000,0c50e6ae-3861-4585-bc9a-debb195ed203,
54726,4,172,0,2022-05-27 09:30:00.000,,,2022-05-27 09:31:01.234,2022-05-27 09:30:27.405,172,3.0047247,164.43718,15.280615,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:31:00.000,295e6f61-f305-458f-9286-5a218e1ca54b,
56626,4,174,0,2022-05-27 09:31:00.000,,,2022-05-27 09:32:30.889,2022-05-27 09:31:01.593,174,2.9611497,167.67906,15.530253,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 09:32:00.000,84b9939e-91a7-429c-8b87-8def25d43765,
54934,4,0,102,2022-05-27 11:19:00.000,,,2022-05-27 11:20:00.603,2022-05-27 11:20:00.603,102,1.4444444,79.35,4.12,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 11:20:00.000,9440a44c-fd54-4a38-86ce-2b64b3366762,
36374,4,0,64,2022-05-26 17:20:00.000,,,2022-05-26 17:21:00.349,2022-05-26 17:20:23.685,64,1.3479149,49.030006,2.5999997,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 17:21:00.000,3c79e610-8def-45e0-bd8b-d7c0e270cc35,
15433,4,0,26,2022-05-26 15:17:00.000,,,2022-05-26 15:17:18.800,2022-05-26 15:17:18.800,26,1.2777778,19.72,1.06,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 15:18:00.000,b223506c-df92-4d01-bd30-ee7ac6d8d84a,
24869,4,0,41,2022-05-26 18:19:00.000,,,2022-05-26 18:21:01.697,2022-05-26 18:19:00.583,41,1.2429107,30.91,1.66,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 18:20:00.000,1ecc43e9-fd5f-4327-94ea-c4632d33458f,
59115,4,0,127,2022-05-27 09:24:00.000,,,2022-05-27 09:35:00.210,2022-05-27 09:35:00.210,127,1.7222222,101.81,5.13,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:25:00.000,b53d1c76-cff2-4ff5-834e-2e67ec568332,
58042,4,0,108,2022-05-27 11:20:00.000,,,2022-05-27 11:23:48.038,2022-05-27 11:20:00.776,108,1.4532808,84.35219,4.5098534,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 11:21:00.000,97d18661-0042-4d4e-b83a-303aa3c7c49e,
60000,4,0,134,2022-05-27 09:25:00.000,,,2022-05-27 09:35:00.253,2022-05-27 09:35:00.253,134,1.8125,108.75,5.36,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:26:00.000,773cfb65-19ed-4722-82d1-7fb6c494997d,
59372,4,0,110,2022-05-27 11:21:00.000,,,2022-05-27 11:23:48.244,2022-05-27 11:23:48.244,110,1.4444444,85.76,4.43,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 11:22:00.000,ff4dd6cc-04cc-48c0-82f5-b454d20579e7,
54926,4,163,15,2022-05-27 09:26:00.000,,,2022-05-27 09:35:00.309,2022-05-27 09:35:00.309,178,4.4166665,242.59,19.58,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:27:00.000,dd751641-82f6-4262-b173-51ac43140027,
20352,4,0,36,2022-05-26 17:21:00.000,,,2022-05-26 17:23:24.414,2022-05-26 17:21:00.590,36,1.3497128,27.47,1.4799999,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 17:22:00.000,ee83525d-3637-4c76-a38b-2f45a550a6d1,
22491,4,0,34,2022-05-26 15:18:00.000,,,2022-05-26 15:33:57.416,2022-05-26 15:33:57.416,34,1.1111112,24.99,1.39,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 15:19:00.000,80ae0cca-e971-4841-be23-8f59e26443e8,
54684,4,178,0,2022-05-27 09:27:00.000,,,2022-05-27 09:35:00.349,2022-05-27 09:35:00.349,178,4.4722223,244.56,19.93,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:28:00.000,404d471b-b8c3-4a24-8211-c8c732e9756e,
59432,4,0,115,2022-05-27 11:22:00.000,,,2022-05-27 11:23:48.415,2022-05-27 11:23:48.415,115,1.5277778,90.8,4.66,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 11:23:00.000,de858e48-8296-468f-8695-6ac7312cf0cc,
53686,4,178,0,2022-05-27 09:28:00.000,,,2022-05-27 09:35:00.387,2022-05-27 09:35:00.387,178,4.6944447,252.03,20.65,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:29:00.000,ccc0b1c7-3663-48d5-b64d-1bbbd07ffa1c,
14861,4,0,25,2022-05-26 18:20:00.000,,,2022-05-26 18:21:01.801,2022-05-26 18:21:01.801,25,1.2777778,18.99,1.02,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 18:21:00.000,7e3b73c0-dca4-423a-abce-fc2dda17e3f5,
43562,4,0,83,2022-05-27 11:23:00.000,,,2022-05-27 11:23:49.928,2022-05-27 11:23:48.528,83,1.4913954,64.96875,3.3601272,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 11:24:00.000,ada993a9-dd66-4d44-8538-a65c9f52bb36,
20642,4,0,37,2022-05-26 17:22:00.000,,,2022-05-26 17:23:24.520,2022-05-26 17:23:24.520,37,1.3888888,28.67,1.48,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 17:23:00.000,6d44e571-b021-416a-b75c-079180d93277,
3600,4,0,6,2022-05-27 18:02:00.000,,,2022-05-27 18:02:08.021,2022-05-27 18:02:08.021,6,1.25,4.5,0.26,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 18:03:00.000,45efe257-1b49-4d18-9a9f-a2bcd1da2123,
53461,4,179,0,2022-05-27 09:29:00.000,,,2022-05-27 09:35:00.425,2022-05-27 09:35:00.425,179,4.8055553,256.91,20.87,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:30:00.000,411e6572-19f9-4bd7-a3ec-06b54b750d57,
11793,4,0,20,2022-05-27 11:26:00.000,,,2022-05-27 11:28:34.409,2022-05-27 11:28:34.409,20,1.2777778,15.07,0.84,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:27:00.000,d9ac846b-eed0-46a8-abd3-8af06c641fc9,
6832,4,0,12,2022-05-27 18:07:00.000,,,2022-05-27 18:07:22.058,2022-05-27 18:07:22.058,12,1.3333334,9.11,0.5,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 18:08:00.000,c4a38b17-9d36-4c3a-9782-b6638cd11088,
14934,4,0,22,2022-05-27 11:28:00.000,,,2022-05-27 11:28:34.955,2022-05-27 11:28:34.481,22,1.0753963,16.06,0.96,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:29:00.000,04869282-d53e-49b8-83e6-91beedbc1848,
54978,4,178,0,2022-05-27 09:30:00.000,,,2022-05-27 09:35:00.460,2022-05-27 09:35:00.460,178,4.4444447,244.35,19.98,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:31:00.000,a59dafc0-25dd-4b44-b558-b3d77a7df1ee,
29541,4,0,55,2022-05-27 18:19:00.000,,,2022-05-27 18:19:58.414,2022-05-27 18:19:34.953,55,1.4403555,42.55001,2.2199993,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 18:20:00.000,66abd0a9-44d4-4b54-8174-555fbea7f06e,
25326,4,0,38,2022-05-26 15:19:00.000,,,2022-05-26 15:33:57.484,2022-05-26 15:33:57.484,38,1.1111112,28.14,1.56,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 15:20:00.000,4abe1b65-c10d-4973-8ef9-164082f38007,
32914,4,0,60,2022-05-26 17:23:00.000,,,2022-05-26 17:26:05.451,2022-05-26 17:23:24.602,60,1.4100152,46.41,2.4399998,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 17:24:00.000,a272b828-f82e-4411-a789-2b8b9bfe4376,
49171,4,0,83,2022-05-26 18:22:00.000,,,2022-05-26 18:23:02.437,2022-05-26 18:23:02.437,83,1.2777778,62.83,3.38,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 18:23:00.000,56458280-6eac-4770-82c3-8b9df8562760,
26746,4,0,40,2022-05-27 11:29:00.000,,,2022-05-27 11:33:02.124,2022-05-27 11:29:09.345,40,1.0954599,29.3,1.7,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:30:00.000,837c5de3-d69e-4533-a4ed-6e3598a1ec7d,
54635,4,176,0,2022-05-27 09:31:00.000,,,2022-05-27 09:35:00.498,2022-05-27 09:35:00.498,176,4.361111,238.27,19.6,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:32:00.000,d9baa019-68eb-42ae-acb2-2f624bd0f160,
43030,4,0,79,2022-05-26 17:02:00.000,,,2022-05-26 17:05:45.646,2022-05-26 17:05:45.646,79,1.4166666,60.96,3.23,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-26 17:03:00.000,42cb14cd-2c6b-4c38-976f-60483b38f875,
6302,4,0,11,2022-05-27 11:33:00.000,,,2022-05-27 11:33:03.852,2022-05-27 11:33:02.182,11,1.3327115,8.4,0.45999998,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:34:00.000,eb0bbf1f-4036-46b1-b75d-2118a8aff9a7,
24774,4,0,40,2022-05-27 18:21:00.000,,,2022-05-27 18:22:40.435,2022-05-27 18:21:45.144,40,1.2133421,30.060001,1.6399997,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 18:22:00.000,5c22dda7-71a1-45e0-9e54-ef54dbc8ebac,
8117,4,0,15,2022-05-26 15:20:00.000,,,2022-05-26 15:33:57.563,2022-05-26 15:33:57.563,15,1.4166666,11.5,0.63,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 15:21:00.000,d87cddfd-07d3-4a28-a353-31728e8f7775,
10250,4,0,19,2022-05-27 11:53:00.000,,,2022-05-27 11:53:23.415,2022-05-27 11:53:19.199,19,1.4555675,14.919998,0.78000015,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:54:00.000,1a838ea0-9c7c-4e41-b650-51d4bfab8403,
9820,4,0,20,2022-05-26 17:06:00.000,,,2022-05-26 17:06:18.473,2022-05-26 17:06:18.042,20,1.633247,16.039062,0.82006836,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-26 17:07:00.000,fe10ada4-61b9-4f9d-9082-f5e31eddf635,
14986,4,0,21,2022-05-27 11:55:00.000,,,2022-05-27 11:55:49.547,2022-05-27 11:55:43.543,21,1.0249346,15.359999,0.8600002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 11:56:00.000,3c01d7f4-f0f0-4feb-8400-6cc035a5dcd3,
58186,4,22,109,2022-05-27 09:32:00.000,,,2022-05-27 09:35:00.542,2022-05-27 09:35:00.542,131,1.9444444,113.14,6.42,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:33:00.000,087d0ff7-63bb-4099-b44a-a276db3c9d09,
10029,4,0,20,2022-05-26 17:11:00.000,,,2022-05-26 17:14:01.925,2022-05-26 17:14:01.925,20,1.5833335,15.88,0.8,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-26 17:12:00.000,12c0ce0b-cfcf-41cb-b8c1-77433839a7dc,
10204,4,0,14,2022-05-27 12:27:00.000,,,2022-05-27 12:27:47.082,2022-05-27 12:27:37.595,14,1.0025227,10.23,0.61,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 12:28:00.000,ba0bc056-74f9-4eee-80ea-671a4b432090,
60000,4,0,129,2022-05-27 09:33:00.000,,,2022-05-27 09:35:00.580,2022-05-27 09:35:00.580,129,1.7206666,103.24,5.16,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:34:00.000,91a3eae4-2ae0-44f9-ab35-8deec049d87e,
4520,4,0,7,2022-05-27 12:34:00.000,,,2022-05-27 12:34:48.886,2022-05-27 12:34:47.080,7,1.1304934,5.1099997,0.29999998,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 12:35:00.000,f65a85e1-45db-4107-a301-39facbff32b5,
28992,4,0,54,2022-05-26 15:33:00.000,,,2022-05-26 15:33:59.828,2022-05-26 15:33:57.622,54,1.4407367,41.77,2.1999998,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 15:34:00.000,8bb15bb6-9e5a-4673-a6a4-49f69a5a3482,
58426,4,0,112,2022-05-27 18:28:00.000,,,2022-05-27 18:29:07.680,2022-05-27 18:29:07.680,112,1.5,87.64,4.52,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 18:29:00.000,65d4ea48-469a-4dc1-b9a2-bacaa41eca2a,
13496,4,0,23,2022-05-26 18:23:00.000,,,2022-05-26 18:26:03.226,2022-05-26 18:23:02.521,23,1.2966095,17.5,0.91999996,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 18:24:00.000,2c1fc1f5-93d7-4b4f-9be3-289d06e242b5,
16110,4,0,30,2022-05-26 17:13:00.000,,,2022-05-26 17:14:02.257,2022-05-26 17:14:02.257,30,1.4444444,23.27,1.21,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-26 17:14:00.000,9504a448-d099-4694-8234-666636951430,
46644,4,0,76,2022-05-27 09:34:00.000,,,2022-05-27 09:35:00.620,2022-05-27 09:35:00.620,76,1.2222222,57.01,3.09,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 09:35:00.000,3d4cf838-8c63-4e4c-84b3-c0b66af732e3,
4254,4,0,8,2022-05-27 12:39:00.000,,,2022-05-27 12:39:49.227,2022-05-27 12:39:48.170,8,1.4336115,6.1000004,0.32999998,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 12:40:00.000,0444064e-f631-4ab1-aaef-fc7046f78580,
41650,4,0,72,2022-05-26 18:09:00.000,,,2022-05-26 18:10:42.489,2022-05-26 18:09:00.821,72,1.30426,54.322968,2.9303613,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-26 18:10:00.000,d963d304-a7d1-4986-853f-177dbb7d5d6a,
18525,4,0,34,2022-05-27 17:59:00.000,,,2022-05-27 18:02:53.212,2022-05-27 18:02:53.212,34,1.3888888,25.73,1.39,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 18:00:00.000,877e4a07-5807-4415-b160-f2aa6e003e96,
55009,4,0,95,2022-05-26 15:34:00.000,,,2022-05-26 15:35:00.497,2022-05-26 15:34:00.408,95,1.3184922,72.53,3.86,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-26 15:35:00.000,c1f87cfd-ead0-40e1-bded-c4065472c02d,
2761,4,0,6,2022-05-27 12:49:00.000,,,2022-05-27 12:49:21.707,2022-05-27 12:49:21.707,6,1.7777779,4.91,0.25,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 12:50:00.000,d911a9db-6851-405f-b6fa-af50906b43a4,
12343,4,0,18,2022-05-27 12:55:00.000,,,2022-05-27 12:55:26.918,2022-05-27 12:55:17.679,18,1.0718616,13.23,0.77000004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-27 12:56:00.000,52f13df1-c78f-4363-9134-6fef8f86c17e,
12897,4,0,24,2022-05-26 17:16:00.000,,,2022-05-26 17:17:34.576,2022-05-26 17:17:34.576,24,1.4444444,18.63,0.97,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-26 17:17:00.000,f443e06e-3300-428c-9f54-a520f9e50b5c,
