com.samsung.health.food_info,6212007,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
281.0,0.0,0.0,0.0,92.0,"267 kcal, per 100g",,fatsecret-1559,100,228.0,0.0,18.15,2022-04-14 14:30:00.343,2022-04-14 08:31:51.158,7.533,23.93,1.394,10.944445,Arrosto d'agnello,0.0,,1.2307693,266.0,g,,3JD7PDJoKB,g,7.633,,com.sec.android.app.shealth,0.0,0.3783784,ebd28148-bed9-4df0-92f2-4c945f587dcd,100,
59.0,0.5555556,0.0,0.0,16.0,"2221 kcal, per 761g",,fatsecret-2353707,57,152.0,1.0,6.33,2022-04-14 14:28:44.682,2022-04-14 14:28:44.682,3.983,3.93,1.194,9.222222,Focaccia,0.48,,0.61538464,166.0,fetta,,3JD7PDJoKB,g,0.794,,com.sec.android.app.shealth,23.16,0.3433735,0f3f9ddf-fa6a-4e77-a31b-f1eb4126debc,1,
70.0,10.555555,0.0,0.0,217.0,"153 kcal, per 100g",,fatsecret-33799,61,98.0,0.0,7.33,2022-04-15 19:53:56.072,2022-04-15 19:53:56.072,3.044,6.48,1.279,5.2222223,Frittata di Uova,0.4,,2.2307692,93.0,grande,,3JD7PDJoKB,g,2.053,,com.sec.android.app.shealth,0.42,0.65217394,d94a52ec-e789-4359-aaa5-121cf7890fff,1,
422.0,2.0,17.0,0.0,0.0,"89 kcal, per 100g",,default-fatsecret-5388,118,1.0,3.1,0.39,2022-04-05 20:53:38.385,2022-04-05 09:11:15.548,0.038,1.29,0.086,2.0,Banana,14.43,0.0,1.0,105.0,media (18 cm - 20 cm di lunghezza),,3JD7PDJoKB,g,0.132,,com.sec.android.app.shealth,26.95,1.1222222,73d0f8b5-65ee-4bd0-876b-d078498747b6,1,
233.0,2.0,0.0,0.0,12.0,"56 kcal, per 181g",,default-fatsecret-7350,240,50.0,0.2,3.98,2022-04-05 09:11:15.549,2022-04-05 09:11:15.549,1.007,4.08,0.241,1.0,Cappuccino,6.41,0.0,14.0,74.0,tazza grande (240 ml),,3JD7PDJoKB,g,2.273,,com.sec.android.app.shealth,5.81,3.3333333,b1410520-ded4-4447-9cc6-f087dc31c877,1,
160.0,56.0,14.0,0.0,0.0,"17 kcal, per 100g",,default-fatsecret-6254,55,16.0,1.1,0.13,2022-04-01 13:57:43.927,2022-04-01 13:57:43.927,0.004,0.84,0.063,4.0,Insalata Mista Verde,0.48,0.0,3.0,9.0,"tazza, tagliuzzata o a pezzi",,3JD7PDJoKB,g,0.021,,com.sec.android.app.shealth,1.76,6.111111,9bd174e8-3894-4225-ad8a-3d05527a0b44,1,
0.0,0.0,0.0,0.0,0.0,"0 kcal, per 100g",,default-fatsecret-37922,237,5.0,0.0,0.0,2022-04-01 13:57:43.928,2022-04-01 13:57:43.928,0.0,0.0,0.0,0.0,Acqua,0.0,0.0,0.0,0.0,tazza (240 ml),,3JD7PDJoKB,g,0.0,,com.sec.android.app.shealth,0.0,,d6871572-e5a5-4355-bf17-92540586d3f3,1,
,0.0,0.0,0.0,,"452 kcal, per 100g",,fatsecret-34688229,100,0.0,2.0,14.0,2022-04-05 10:51:35.349,2022-04-05 10:51:35.349,,8.4,,0.0,Frollini con Panna(I Tesori Del Forno),21.0,,0.0,452.0,porzione,,3JD7PDJoKB,g,4.1,,com.sec.android.app.shealth,72.0,0.22123894,e2ffd0a6-22d0-4f5e-a396-7d5c2540aee0,1,
,0.0,0.0,0.0,,"243 kcal, per 100g",,fatsecret-16324097,100,190.0,,14.0,2022-04-14 14:28:44.672,2022-04-05 20:55:26.618,,3.8,,0.0,Barattolino 5 Stelle Croccantino(Sammontana),24.0,,0.0,243.0,porzione,,3JD7PDJoKB,g,11.0,,com.sec.android.app.shealth,26.0,0.41152263,90ad06b0-b4eb-44da-96f8-fc89c8fc326b,1,
34.0,1.3333334,0.5555556,0.0,1.0,"1924 kcal, per 1345g",,fatsecret-5104,26,155.0,0.2,0.11,2022-04-06 20:51:47.749,2022-04-06 20:51:47.749,0.033,1.12,0.033,1.9444444,Sushi,1.63,,0.3846154,37.0,pezzo,,3JD7PDJoKB,g,0.023,,com.sec.android.app.shealth,7.77,0.7027027,f08905c8-b199-400e-972f-5ede36600969,1,
,0.0,0.0,0.0,,"248 kcal, per 100g",,fatsecret-46571249,100,1668.0,1.9,10.2,2022-04-08 12:43:32.732,2022-04-07 19:12:02.672,,12.9,,0.0,Pizza Speck e Provola(Cerealia),1.7,,0.0,248.0,porzione,,3JD7PDJoKB,g,6.6,,com.sec.android.app.shealth,25.1,0.4032258,ada39d25-9a44-4459-8aa9-76204e902c2c,1,
,0.0,0.0,0.0,,"220 kcal, per 1 tramezzino (70g)",,fatsecret-46611002,70,232.0,0.9,15.0,2022-04-08 12:42:32.346,2022-04-08 12:42:32.346,,5.3,,0.0,Tramezzini Farciti Prosciutto Cotto(Il Buongustaio),0.2,,0.0,220.0,porzione,,3JD7PDJoKB,g,1.0,,com.sec.android.app.shealth,18.0,0.3181818,1d9584cd-89ff-4d52-96f3-711763d2b22b,1,
138.0,23.333334,3.4444444,10.0,400.0,"212 kcal, per 100g",,fatsecret-39866,94,211.0,0.0,15.21,2022-04-11 19:00:55.407,2022-04-09 13:09:06.054,5.536,13.01,1.851,13.5,Uovo Strapazzato,1.43,,4.1538463,199.0,uova,,3JD7PDJoKB,g,5.784,,com.sec.android.app.shealth,1.96,0.4723618,f85766ad-cc99-47e5-b0df-ed91d1ce001f,2,
86.0,1.2222222,0.0,0.0,34.0,"216 kcal, per 101g",,fatsecret-1677,38,157.0,0.0,4.2,2022-04-11 05:59:02.929,2022-04-10 07:56:05.721,1.602,10.18,0.942,2.7777777,Coscia di Pollo,0.0,,0.3846154,81.0,"piccola (disossato, dopo essere stata cotta produce)",,3JD7PDJoKB,g,1.149,,com.sec.android.app.shealth,0.0,0.4691358,a2b2f019-268c-456b-bfdc-d82e77392f4f,1,
126.0,2.5555556,5.222222,0.0,0.0,"1350 kcal, per 880g",,fatsecret-5708300,70,274.0,1.4,3.04,2022-04-10 12:32:40.808,2022-04-10 12:32:40.808,1.886,3.03,0.481,5.7777777,Bruschetta al Pomodoro,0.83,,2.6923077,107.0,fetta,,3JD7PDJoKB,g,0.491,0.0,com.sec.android.app.shealth,17.03,0.6542056,18f455a7-dd1d-44d7-ab2a-1fa6a3c840f2,1,
206.0,4.5555553,4.0,0.0,15.0,"2988 kcal, per 1351g",,fatsecret-15141948,120,545.0,2.2,8.38,2022-04-11 18:49:04.593,2022-04-11 18:49:04.593,4.175,10.51,0.986,18.777779,Pizza Rustica,0.99,,10.461538,265.0,fetta,,3JD7PDJoKB,g,2.673,,com.sec.android.app.shealth,36.67,0.45233968,682ef5e1-d9be-4e04-b3fa-03320df162b2,1,
9.0,1.1111112,0.0,0.0,5.0,"475 kcal, per 100g",,fatsecret-4029,9,38.0,0.1,1.94,2022-04-14 08:33:50.531,2022-04-12 10:47:00.754,0.913,0.49,0.311,1.0555556,Biscotto al Burro o Allo Zucchero,2.4,,0.3846154,43.0,piccolo (5 cm di diametro),,3JD7PDJoKB,g,0.609,,com.sec.android.app.shealth,5.9,0.20930232,6c13b183-4824-4b7e-aa2f-990ae362ca8e,1,
425.0,15.0,0.5555556,0.0,20.0,"76 kcal, per 100g",,fatsecret-887,250,155.0,1.8,5.25,2022-04-14 08:33:50.540,2022-04-14 08:33:50.540,1.38,7.7,0.225,3.3333335,Latte al Cioccolato,24.02,,21.384615,190.0,tazza,,3JD7PDJoKB,g,3.27,,com.sec.android.app.shealth,28.88,1.3157895,966315bc-36f1-4b70-98f5-25828c0a333f,1,
,0.0,0.0,0.0,,"69 kcal, per 100g",,fatsecret-24818402,100,40.0,0.0,3.5,2022-04-15 09:35:39.523,2022-04-15 09:35:39.523,,4.0,,0.0,Yogurt Intero Bianco(Pam Panorama),4.8,,0.0,69.0,porzione,,3JD7PDJoKB,g,2.4,,com.sec.android.app.shealth,4.8,1.4492754,ca1ba696-0518-4644-b984-122a2996e389,1,
173.0,12.333333,7.4444447,0.0,35.0,"596 kcal, per 336g",,fatsecret-6642849,100,399.0,1.0,13.7,2022-04-15 19:53:56.072,2022-04-15 19:53:56.072,5.576,10.5,0.805,4.111111,Insalata Caprese,1.66,,18.538462,177.0,g,,3JD7PDJoKB,g,6.396,0.0,com.sec.android.app.shealth,3.51,0.5633803,b205ae7d-e5a1-4b7a-b711-16060181e464,100,
143.0,2.0,7.0,0.0,0.0,"1716 kcal, per 2068g",,default-fatsecret-5068,100,166.0,1.4,0.47,2022-04-05 09:11:15.549,2022-04-05 09:11:15.549,0.069,3.05,0.171,6.0,Pasta al Pomodoro,2.56,0.0,2.0,83.0,g,,3JD7PDJoKB,g,0.089,,com.sec.android.app.shealth,16.76,1.2038835,309cfc16-9dde-4879-a98e-7e0a51145274,100,
100.0,0.0,0.0,0.0,0.0,"266 kcal, per 100g",,default-fatsecret-38820,100,681.0,2.4,3.29,2022-04-01 13:57:43.927,2022-04-01 13:57:43.927,0.681,7.64,1.355,21.0,Pane Bianco,4.31,0.0,15.0,266.0,g,,3JD7PDJoKB,g,0.717,,com.sec.android.app.shealth,50.61,0.375,2955ee8d-e4b9-4ca4-b23b-d8f6aeb6c392,100,
292.0,20.0,26.0,0.0,0.0,"18 kcal, per 100g",,default-fatsecret-6138,123,6.0,1.5,0.25,2022-04-01 13:57:43.927,2022-04-01 13:57:43.927,0.063,1.08,0.166,2.0,Pomodori,3.23,0.0,1.0,22.0,"intero medio (6,5 cm di diametro)",,3JD7PDJoKB,g,0.057,,com.sec.android.app.shealth,4.82,5.6875,893c2050-5fb7-41ee-be60-ba276f239414,1,
422.0,0.44444445,11.444445,0.0,0.0,"89 kcal, per 100g",,fatsecret-5388,118,1.0,3.1,0.39,2022-04-15 18:11:18.813,2022-04-05 09:36:30.770,0.038,1.29,0.086,1.7222222,Banana,14.43,,0.46153846,105.0,media (18 cm - 20 cm di lunghezza),,3JD7PDJoKB,g,0.132,,com.sec.android.app.shealth,26.95,1.1222222,fdab0a03-dc62-45c8-a0aa-edef52ca63c0,1,
47.0,0.0,0.0,0.0,6.0,"195 kcal, per 100g",,fatsecret-1497,9,248.0,0.0,0.77,2022-04-11 18:49:04.575,2022-04-05 13:06:23.109,0.352,2.56,0.089,0.5555556,Prosciutto Crudo,0.0,,0.07692308,18.0,fetta sottile,,3JD7PDJoKB,g,0.256,,com.sec.android.app.shealth,0.03,0.51545453,7d530bef-e469-414b-b137-d2f1481d3729,1,
164.0,25.333334,3.4444444,0.0,0.0,"152 kcal, per 188g",,fatsecret-6394,100,249.0,4.3,2.13,2022-04-06 10:39:15.733,2022-04-06 10:39:15.733,0.947,2.78,0.652,4.4444447,Verdura Cotta,3.06,,1.8461539,81.0,g,,3JD7PDJoKB,g,0.403,,com.sec.android.app.shealth,12.74,1.2380953,ce7b1ab0-5591-4b59-a398-d1fa84ce3fa6,100,
55.0,0.0,0.0,0.0,0.0,"28 kcal, per 171g",,fatsecret-2479605,177,4.0,0.0,0.01,2022-04-13 07:11:02.470,2022-04-07 08:15:28.145,0.001,0.19,0.003,0.3888889,Caffè Zuccherato,6.47,,0.3846154,29.0,tazza di caffè (180 ml),,3JD7PDJoKB,g,0.003,,com.sec.android.app.shealth,7.12,6.1034484,bc7edd2f-bc04-4d54-9a7f-e7e72638610f,1,
,0.0,0.0,0.0,,"371 kcal, per 100g",,fatsecret-45089743,100,312.0,8.9,3.2,2022-04-15 09:35:39.518,2022-04-08 06:35:54.651,,12.0,,0.0,"Protein Berries, Granola & Seeds(Kellogg's)",14.0,,0.0,371.0,porzione,,3JD7PDJoKB,g,0.5,,com.sec.android.app.shealth,69.0,0.26954177,1a81415c-5dad-4cb5-bcee-d59c6cef30af,1,
1.0,0.0,0.0,0.0,0.0,"179 kcal, per 70g",,fatsecret-4922952,71,1.0,0.0,0.0,2022-04-09 10:24:02.397,2022-04-09 10:24:02.397,0.0,0.0,0.0,0.16666667,Negroni,0.0,,0.0,182.0,cocktail,,3JD7PDJoKB,g,0.0,,com.sec.android.app.shealth,0.0,0.3901099,69e42880-0ac5-4529-9dfb-a465e8a55829,1,
,0.0,0.0,0.0,,"582 kcal, per 100g",,fatsecret-27426404,100,100.0,3.2,38.0,2022-04-09 13:09:06.054,2022-04-09 13:09:06.054,,9.6,,0.0,Crema Spalmabile al Pistacchio(I Siciliani),43.0,,0.0,582.0,porzione,,3JD7PDJoKB,g,16.0,,com.sec.android.app.shealth,49.0,0.17182131,9b06579a-b583-480a-8ef0-2aa163724242,1,
,0.0,0.0,0.0,,"100 kcal, per 1 barretta (25g)",,fatsecret-4927027,25,44.0,1.8,3.0,2022-04-10 08:00:07.585,2022-04-10 08:00:07.585,,1.7,,0.0,Maxi Choco(Nesquik),6.7,,0.0,100.0,porzione,,3JD7PDJoKB,g,0.9,,com.sec.android.app.shealth,16.2,0.25,7409e369-76ba-4b1a-b4c6-e6f020fbc09f,1,
71.0,10.666667,0.11111111,5.0,110.0,"4204 kcal, per 1292g",,fatsecret-10546976,100,141.0,0.5,15.05,2022-04-11 05:59:02.960,2022-04-11 05:59:02.960,4.125,4.96,4.502,5.111111,Diplomatico,24.16,,2.8461537,325.0,g,,3JD7PDJoKB,g,5.421,,com.sec.android.app.shealth,41.96,0.30769232,609f8514-84b9-4c69-adff-3b24489e6344,100,
284.0,0.8888889,0.0,0.0,101.0,"2900 kcal, per 1086g",,fatsecret-1594,100,416.0,0.5,16.02,2022-04-13 07:10:15.438,2022-04-11 19:00:20.123,7.309,20.81,1.626,7.2777777,Fettina Impanata,0.77,,3.0,267.0,g,,3JD7PDJoKB,g,5.531,,com.sec.android.app.shealth,8.46,0.374269,2d86d69b-8956-44ee-8eac-bbb646cc8b7f,100,
,0.0,0.0,0.0,,"163 kcal, per 1 pezzo (36g)",,fatsecret-4248240,36,48.0,0.0,7.6,2022-04-13 23:37:34.835,2022-04-13 23:37:34.835,,1.4,,0.0,Fiesta(Ferrero),15.3,,0.0,163.0,porzione,,3JD7PDJoKB,g,4.4,,com.sec.android.app.shealth,20.2,0.2208589,8a05eb0b-3cf9-4650-a98d-d464cb34cedc,1,
558.0,52.11111,31.222221,0.0,0.0,"23 kcal, per 100g",,fatsecret-36577,100,79.0,2.2,0.39,2022-04-14 14:28:44.682,2022-04-14 14:28:44.682,0.01,2.86,0.165,15.055555,Spinaci,0.42,,7.6153846,23.0,g,,3JD7PDJoKB,g,0.063,,com.sec.android.app.shealth,3.63,4.285714,fabbebc4-f905-4018-8a6c-1466725e2627,100,
,0.0,0.0,0.0,,"90 kcal, per 100ml",,fatsecret-4408505,100,40.0,0.7,3.94,2022-04-15 18:11:18.819,2022-04-15 18:11:18.819,,1.5,,0.0,Latte di Mandorla(Condorelli),11.8,,0.0,90.0,porzione,,3JD7PDJoKB,ml,0.3,,com.sec.android.app.shealth,11.9,,2289b6bb-1df4-45fe-9950-43214dc45793,1,
