com.samsung.shealth.social.public_challenge.detail,6212007,1
status,update_time,create_time,body,pcid,deviceuuid,pkg_name,last_sync_time,datauuid
0,2022-04-05 09:42:59.838,2022-04-05 09:42:40.990,733db762-4b88-47ee-8f24-e16e0f3b2ee3.body.json,22040001,3JD7PDJoKB,com.sec.android.app.shealth,1649151779830,733db762-4b88-47ee-8f24-e16e0f3b2ee3,
