com.samsung.shealth.exercise,6212007,12
live_data_internal,mission_value,subset_data,total_calorie,completion_status,pace_info_id,pace_live_data,sensing_status,source_type,mission_type,tracking_status,program_id,title,reward_status,heart_rate_sample_count,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid,com.samsung.health.exercise.sweat_loss
,,,104.17,,,,58025cf7-fd90-416b-ad5a-a18fb946bfe3.sensing_status.json,4,,,,,,,,,,,,992371,,,,2022-05-06 17:31:31.778,0,,,,,,,,,2022-05-06 17:48:11.380,2022-05-06 17:48:11.380,,,,,,,,104.17,,,,UTC+0200,SumqgnI0Fz,,,,,,com.sec.android.app.shealth,,,,2022-05-06 17:48:03.136,58025cf7-fd90-416b-ad5a-a18fb946bfe3,,
,,,1121.1915,,,,7f66f35a-8859-405b-8f38-38b5da338d98.sensing_status.json,1,,,,,1,,,,,,,6456334,,,,2022-05-10 13:37:34.664,0,,,,,,,,,2022-05-10 15:25:28.418,2022-05-10 15:25:20.523,,,,,,,,1121.1915,,,,UTC+0200,SumqgnI0Fz,,,,,,com.sec.android.app.shealth,,,,2022-05-10 15:25:10.998,7f66f35a-8859-405b-8f38-38b5da338d98,,
24dbdf33-1821-4b69-806b-e5309264d52e.live_data_internal.json,,,67.0,,,,24dbdf33-1821-4b69-806b-e5309264d52e.sensing_status.json,4,,,,,,,,,,,,664376,,,,2022-05-04 11:15:08.131,1001,,,,,30001,,,,2022-05-04 11:27:50.792,2022-05-04 11:27:50.792,,1.5833334,86.15604,,954,725.3,,67.0,110.0,,,UTC+0200,SumqgnI0Fz,,,24dbdf33-1821-4b69-806b-e5309264d52e.com.samsung.health.exercise.live_data.json,,1.0917011,com.sec.android.app.shealth,,,,2022-05-04 11:26:12.507,24dbdf33-1821-4b69-806b-e5309264d52e,,
fca9160b-8ce7-4192-80dd-9e1a5fe3a71c.live_data_internal.json,,,100.0,,,,fca9160b-8ce7-4192-80dd-9e1a5fe3a71c.sensing_status.json,4,,,,,,,,,,,,1146574,,,,2022-05-13 08:18:47.690,1001,,,,,30001,,,,2022-05-13 08:39:33.975,2022-05-13 08:39:33.975,,1.5277778,87.286125,,1668,1270.96,,100.0,115.0,,,UTC+0200,SumqgnI0Fz,,,fca9160b-8ce7-4192-80dd-9e1a5fe3a71c.com.samsung.health.exercise.live_data.json,,1.1084849,com.sec.android.app.shealth,,,,2022-05-13 08:37:54.264,fca9160b-8ce7-4192-80dd-9e1a5fe3a71c,,
eecdb738-0660-48cb-ae9d-c3a060addd87.live_data_internal.json,,,104.0,,,,eecdb738-0660-48cb-ae9d-c3a060addd87.sensing_status.json,4,,,,,,,,,,,,1080570,,,,2022-05-06 18:01:15.364,1001,,,,,30001,,,,2022-05-06 18:20:53.952,2022-05-06 18:20:53.952,,1.5563236,98.614624,,1776,1370.64,,104.0,114.0,,,UTC+0200,SumqgnI0Fz,,,eecdb738-0660-48cb-ae9d-c3a060addd87.com.samsung.health.exercise.live_data.json,,1.2684417,com.sec.android.app.shealth,,,,2022-05-06 18:19:15.934,eecdb738-0660-48cb-ae9d-c3a060addd87,,
869e7400-0cba-4229-b043-457be743a5cc.live_data_internal.json,,,148.0,,,,869e7400-0cba-4229-b043-457be743a5cc.sensing_status.json,4,,,,,,,,,,,,1521651,,,,2022-05-01 16:59:03.080,1001,,,,,30001,,,,2022-05-01 17:26:04.167,2022-05-01 17:26:04.167,,1.5937148,87.812515,,2227,1726.25,,148.0,116.0,,,UTC+0200,SumqgnI0Fz,,,869e7400-0cba-4229-b043-457be743a5cc.com.samsung.health.exercise.live_data.json,,1.1344585,com.sec.android.app.shealth,,,,2022-05-01 17:24:24.731,869e7400-0cba-4229-b043-457be743a5cc,,
0d5ea50c-1e45-4bfc-8944-da47a0381280.live_data_internal.json,,,103.0,,,,0d5ea50c-1e45-4bfc-8944-da47a0381280.sensing_status.json,4,,,,,,,,,,,,1074071,,,,2022-05-01 21:27:10.956,1001,,,,,30001,,,,2022-05-01 21:46:43.490,2022-05-01 21:46:43.490,,1.4438701,93.234055,,1669,1250.36,,103.0,106.0,,,UTC+0200,SumqgnI0Fz,,,0d5ea50c-1e45-4bfc-8944-da47a0381280.com.samsung.health.exercise.live_data.json,,1.1641315,com.sec.android.app.shealth,,,,2022-05-01 21:45:05.027,0d5ea50c-1e45-4bfc-8944-da47a0381280,,
6b123fc6-a80a-4a60-8e18-88e0242d7c87.live_data_internal.json,,,148.28372,,,,6b123fc6-a80a-4a60-8e18-88e0242d7c87.sensing_status.json,4,,,,,,73,,,,,,1250808,,,,2022-05-20 16:03:12.336,0,,,,122.0,,,,142.0,2022-05-20 16:24:02.392,2022-05-20 16:24:02.392,,,,85.0,,,,148.28,,,,UTC+0200,SumqgnI0Fz,,,6b123fc6-a80a-4a60-8e18-88e0242d7c87.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-05-20 16:24:03.317,6b123fc6-a80a-4a60-8e18-88e0242d7c87,,
d9ce551f-d007-40a0-90eb-14209082033a.live_data_internal.json,,,109.0,,,,d9ce551f-d007-40a0-90eb-14209082033a.sensing_status.json,4,,,,,,,,,,,,1090144,,,,2022-05-10 15:25:30.132,1001,,,,,30001,,,,2022-05-10 15:45:18.123,2022-05-10 15:45:18.123,,1.6666666,84.7044,,1539,1153.16,,109.0,118.0,,,UTC+0200,SumqgnI0Fz,,,d9ce551f-d007-40a0-90eb-14209082033a.com.samsung.health.exercise.live_data.json,,1.0578052,com.sec.android.app.shealth,,,,2022-05-10 15:43:40.276,d9ce551f-d007-40a0-90eb-14209082033a,,
ec796cbe-50ad-402a-826c-afe07c681909.live_data_internal.json,,,59.0,,,,ec796cbe-50ad-402a-826c-afe07c681909.sensing_status.json,4,,,,,,,,,,,,1042379,,,,2022-05-10 07:06:03.098,1001,,,,,30001,,,,2022-05-10 07:25:03.357,2022-05-10 07:25:03.357,,1.5277778,107.98375,,1876,843.54,,59.0,116.0,,,UTC+0200,SumqgnI0Fz,,,ec796cbe-50ad-402a-826c-afe07c681909.com.samsung.health.exercise.live_data.json,,0.809245,com.sec.android.app.shealth,,,,2022-05-10 07:23:25.477,ec796cbe-50ad-402a-826c-afe07c681909,,
e2176731-ad28-406c-b149-61f13929dc08.live_data_internal.json,,,126.0,,,,e2176731-ad28-406c-b149-61f13929dc08.sensing_status.json,4,,,,,,114,,,,,,1276833,,,,2022-05-20 13:59:13.624,1001,,,,116.0,30001,,,130.0,2022-05-20 14:22:00.977,2022-05-20 14:22:00.977,,1.6959908,86.134995,93.0,1833,1417.53,,126.0,121.0,,,UTC+0200,SumqgnI0Fz,,,e2176731-ad28-406c-b149-61f13929dc08.com.samsung.health.exercise.live_data.json,,1.1101922,com.sec.android.app.shealth,,,,2022-05-20 14:20:30.457,e2176731-ad28-406c-b149-61f13929dc08,,
388c1621-2a9d-424b-b5a4-d0357214129f.live_data_internal.json,,,76.0,,,,388c1621-2a9d-424b-b5a4-d0357214129f.sensing_status.json,4,,,,,,,,,,,,854413,,,,2022-05-02 20:59:43.363,1001,,,,,30001,,,,2022-05-02 21:15:35.679,2022-05-02 21:15:35.679,,1.4846486,87.287994,,1243,945.0,,76.0,115.0,,,UTC+0200,SumqgnI0Fz,,,388c1621-2a9d-424b-b5a4-d0357214129f.com.samsung.health.exercise.live_data.json,,1.1060225,com.sec.android.app.shealth,,,,2022-05-02 21:13:57.776,388c1621-2a9d-424b-b5a4-d0357214129f,,
37de0de6-d662-4a0a-913b-2ddee29b4875.live_data_internal.json,,,108.0,,,,37de0de6-d662-4a0a-913b-2ddee29b4875.sensing_status.json,4,,,,,,,,,,,,1115738,,,,2022-05-02 23:11:48.834,1001,,,,,30001,,,,2022-05-02 23:32:02.816,2022-05-02 23:32:02.816,,1.550125,105.61619,,1964,1508.36,,108.0,118.0,,,UTC+0200,SumqgnI0Fz,,,37de0de6-d662-4a0a-913b-2ddee29b4875.com.samsung.health.exercise.live_data.json,,1.3518944,com.sec.android.app.shealth,,,,2022-05-02 23:30:24.572,37de0de6-d662-4a0a-913b-2ddee29b4875,,
916b0410-3d2a-4d43-b0fd-f5ba1abba707.live_data_internal.json,,,87.0,,,,916b0410-3d2a-4d43-b0fd-f5ba1abba707.sensing_status.json,4,,,,,,76,,,,,,906644,,,,2022-05-23 10:57:13.773,1001,,,,118.0,30001,,,134.0,2022-05-23 11:13:51.537,2022-05-23 11:13:51.537,,1.4723333,99.26719,90.0,1500,1152.07,,87.0,113.0,,,UTC+0200,SumqgnI0Fz,,,916b0410-3d2a-4d43-b0fd-f5ba1abba707.com.samsung.health.exercise.live_data.json,,1.2706971,com.sec.android.app.shealth,,,,2022-05-23 11:12:20.417,916b0410-3d2a-4d43-b0fd-f5ba1abba707,,
,,,805.3704,,,,afadf366-53b7-4168-8cfd-9de71463a5a8.sensing_status.json,1,,,,,1,,,,,,,4925593,,,,2022-05-06 16:00:53.324,0,,,,,,,,,2022-05-06 17:23:15.151,2022-05-06 17:23:07.654,,,,,,,,805.3704,,,,UTC+0200,SumqgnI0Fz,,,,,,com.sec.android.app.shealth,,,,2022-05-06 17:22:58.917,afadf366-53b7-4168-8cfd-9de71463a5a8,,
2c1faf60-26e1-4f2c-a453-589fc65a615a.live_data_internal.json,,,921.1908,,,,2c1faf60-26e1-4f2c-a453-589fc65a615a.sensing_status.json,1,,,,,1,543,,,,,,5412688,,,,2022-05-20 14:25:09.124,0,,,,143.0,,,,190.0,2022-05-21 07:36:19.689,2022-05-20 15:55:22.413,,,,95.0,,,,921.1908,,,,UTC+0200,SumqgnI0Fz,,,2c1faf60-26e1-4f2c-a453-589fc65a615a.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-05-20 15:55:21.812,2c1faf60-26e1-4f2c-a453-589fc65a615a,,
eb0c24a8-bf03-47c9-a7d2-702f805dfeb9.live_data_internal.json,,,71.0,,,,eb0c24a8-bf03-47c9-a7d2-702f805dfeb9.sensing_status.json,4,,,,,,,,,,,,799015,,,,2022-05-13 08:46:54.368,1001,,,,,30001,,,,2022-05-13 09:01:51.554,2022-05-13 09:01:51.554,,1.8055556,107.00675,,1425,1019.95,,71.0,112.0,,,UTC+0200,SumqgnI0Fz,,,eb0c24a8-bf03-47c9-a7d2-702f805dfeb9.com.samsung.health.exercise.live_data.json,,1.2765092,com.sec.android.app.shealth,,,,2022-05-13 09:00:13.383,eb0c24a8-bf03-47c9-a7d2-702f805dfeb9,,
be8d8335-f9c7-44b9-a3c2-70bcda22aba2.live_data_internal.json,,,94.0,,,,be8d8335-f9c7-44b9-a3c2-70bcda22aba2.sensing_status.json,4,,,,,,,,,,,,909143,,,,2022-05-06 15:44:01.451,1001,,,,,30001,,,,2022-05-06 16:00:52.551,2022-05-06 16:00:52.551,,1.6779073,86.587036,,1312,1051.21,,94.0,430.43234,,,UTC+0200,SumqgnI0Fz,,,be8d8335-f9c7-44b9-a3c2-70bcda22aba2.com.samsung.health.exercise.live_data.json,,1.1562647,com.sec.android.app.shealth,,,,2022-05-06 15:59:10.594,be8d8335-f9c7-44b9-a3c2-70bcda22aba2,,
7e166d83-8fa1-43f8-8776-f114f30d3a41.live_data_internal.json,,,723.9708,,,,7e166d83-8fa1-43f8-8776-f114f30d3a41.sensing_status.json,1,,,,,1,447,,,,,,4443114,,,,2022-05-23 09:13:54.158,0,,,,137.0,,,,190.0,2022-05-23 10:28:40.192,2022-05-23 10:27:58.008,,,,110.0,,,,723.9708,,,,UTC+0200,SumqgnI0Fz,,,7e166d83-8fa1-43f8-8776-f114f30d3a41.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-05-23 10:27:57.272,7e166d83-8fa1-43f8-8776-f114f30d3a41,,
3715eccc-4a39-4ace-a627-a7b734413ffa.live_data_internal.json,,,129.24074,,,,3715eccc-4a39-4ace-a627-a7b734413ffa.sensing_status.json,4,,,,,,,,,,,,1383060,,,,2022-05-10 13:14:20.484,1001,,,,,30001,,,,2022-05-10 13:37:43.200,2022-05-10 13:37:43.200,,1.7478075,77.04655,,1776,1344.84,,129.0,120.0,,,UTC+0200,SumqgnI0Fz,,,3715eccc-4a39-4ace-a627-a7b734413ffa.com.samsung.health.exercise.live_data.json,,0.97236556,com.sec.android.app.shealth,,,,2022-05-10 13:37:34.722,3715eccc-4a39-4ace-a627-a7b734413ffa,,
1de060b1-86fc-4d18-b765-cb14fa12d0f6.live_data_internal.json,,,300.0,,,,1de060b1-86fc-4d18-b765-cb14fa12d0f6.sensing_status.json,4,,,,,,324,,,,,,3368974,,,,2022-05-27 23:55:34.162,1001,,,,107.0,30001,,,120.0,2022-05-28 00:53:13.206,2022-05-28 00:53:13.206,,1.4722222,89.74245,93.0,5039,3694.62,,300.0,111.0,,,UTC+0200,SumqgnI0Fz,,,1de060b1-86fc-4d18-b765-cb14fa12d0f6.com.samsung.health.exercise.live_data.json,,1.0966603,com.sec.android.app.shealth,,,,2022-05-28 00:51:43.136,1de060b1-86fc-4d18-b765-cb14fa12d0f6,,
415efbb9-130c-4167-b0af-2fb2f30d137e.live_data_internal.json,,,63.0,,,,415efbb9-130c-4167-b0af-2fb2f30d137e.sensing_status.json,4,,,,,,,,,,,,605283,,,,2022-05-10 07:24:57.739,1001,,,,,30001,,,,2022-05-10 07:36:41.823,2022-05-10 07:36:41.823,,1.5,109.832924,,1108,846.74,,63.0,115.0,,,UTC+0200,SumqgnI0Fz,,,415efbb9-130c-4167-b0af-2fb2f30d137e.com.samsung.health.exercise.live_data.json,,1.3989158,com.sec.android.app.shealth,,,,2022-05-10 07:35:03.022,415efbb9-130c-4167-b0af-2fb2f30d137e,,
,,,,1,,,,4,0,0,,,,,,,,,,992000,,,,2022-05-20 14:24:28.000,1002,,,,,30001,,,,2022-05-20 14:43:25.468,2022-05-20 14:43:25.468,,4.25,,,1939,2051.03,,144.65,,,,UTC+0200,3JD7PDJoKB,,,c2d9b7e7-b80a-4ee3-a4fc-c1a4499a192f.com.samsung.health.exercise.live_data.json,,2.0675704,com.sec.android.app.shealth,,,,2022-05-20 14:41:00.000,c2d9b7e7-b80a-4ee3-a4fc-c1a4499a192f,,
f08860d2-63f4-4188-9748-cb6c2a29e0f4.live_data_internal.json,,,104.28,,,,f08860d2-63f4-4188-9748-cb6c2a29e0f4.sensing_status.json,4,,,,,,63,,,,,,1077564,,,,2022-05-23 10:33:37.036,0,,,,116.0,,,,135.0,2022-05-23 10:51:33.556,2022-05-23 10:51:33.556,,,,98.0,,,,104.28,,,,UTC+0200,SumqgnI0Fz,,,f08860d2-63f4-4188-9748-cb6c2a29e0f4.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-05-23 10:51:33.501,f08860d2-63f4-4188-9748-cb6c2a29e0f4,,
f6ad5ba8-1d98-45d9-9609-8b6d4b9af5f6.live_data_internal.json,,,117.0,,,,f6ad5ba8-1d98-45d9-9609-8b6d4b9af5f6.sensing_status.json,4,,,,,,107,,,,,,1221700,,,,2022-05-20 16:24:32.559,1001,,,,122.0,30001,,,136.0,2022-05-20 16:46:25.264,2022-05-20 16:46:25.264,,1.6129403,90.66056,104.0,1846,1423.37,,117.0,118.0,,,UTC+0200,SumqgnI0Fz,,,f6ad5ba8-1d98-45d9-9609-8b6d4b9af5f6.com.samsung.health.exercise.live_data.json,,1.1650733,com.sec.android.app.shealth,,,,2022-05-20 16:44:54.259,f6ad5ba8-1d98-45d9-9609-8b6d4b9af5f6,,
0a1f61a8-0845-47df-862f-5ad9d3dd2ccf.live_data_internal.json,,,62.0,,,,0a1f61a8-0845-47df-862f-5ad9d3dd2ccf.sensing_status.json,4,,,,,,47,,,,,,613960,,,,2022-05-27 18:27:24.838,1001,,,,106.0,30001,,,115.0,2022-05-27 18:39:09.211,2022-05-27 18:39:09.211,,1.7736051,62.05616,81.0,635,548.96,,62.0,99.0,,,UTC+0200,SumqgnI0Fz,,,0a1f61a8-0845-47df-862f-5ad9d3dd2ccf.com.samsung.health.exercise.live_data.json,,0.89412993,com.sec.android.app.shealth,,,,2022-05-27 18:37:38.798,0a1f61a8-0845-47df-862f-5ad9d3dd2ccf,,
4b9030b4-f87e-4d34-9d91-7d6b389a0c05.live_data_internal.json,,,86.0,,,,4b9030b4-f87e-4d34-9d91-7d6b389a0c05.sensing_status.json,4,,,,,,,,,,,,932405,,,,2022-05-20 07:49:06.133,1001,,,,,30001,,,,2022-05-20 08:06:16.990,2022-05-20 08:06:16.990,,1.4769115,93.75754,,1457,1106.17,,86.0,115.0,,,UTC+0200,SumqgnI0Fz,,,4b9030b4-f87e-4d34-9d91-7d6b389a0c05.com.samsung.health.exercise.live_data.json,,1.1863621,com.sec.android.app.shealth,,,,2022-05-20 08:04:38.538,4b9030b4-f87e-4d34-9d91-7d6b389a0c05,,
e385991a-bcee-40f9-b53d-0813ded582c4.live_data_internal.json,,,60.0,,,,e385991a-bcee-40f9-b53d-0813ded582c4.sensing_status.json,4,,,,,,50,,,,,,629932,,,,2022-05-28 23:43:07.608,1001,,,,91.0,30001,,,114.0,2022-05-28 23:55:07.815,2022-05-28 23:55:07.815,,2.0128894,66.48337,73.0,698,510.1,,60.0,116.675545,,,UTC+0200,SumqgnI0Fz,,,e385991a-bcee-40f9-b53d-0813ded582c4.com.samsung.health.exercise.live_data.json,,0.8097699,com.sec.android.app.shealth,,,,2022-05-28 23:53:37.540,e385991a-bcee-40f9-b53d-0813ded582c4,,
7f350cda-3783-4400-9dc1-98294ff8735b.live_data_internal.json,,,101.0,,,,7f350cda-3783-4400-9dc1-98294ff8735b.sensing_status.json,4,,,,,,81,,,,,,947654,,,,2022-05-23 08:53:14.989,1001,,,,113.0,30001,,,127.0,2022-05-23 09:10:33.462,2022-05-23 09:10:33.462,,1.5886667,106.74782,103.0,1686,1307.95,,101.0,120.0,,,UTC+0200,SumqgnI0Fz,,,7f350cda-3783-4400-9dc1-98294ff8735b.com.samsung.health.exercise.live_data.json,,1.3801978,com.sec.android.app.shealth,,,,2022-05-23 09:09:02.643,7f350cda-3783-4400-9dc1-98294ff8735b,,
0235bd97-4d65-49c6-b6f2-a17960ade166.live_data_internal.json,,,194.0,,,,0235bd97-4d65-49c6-b6f2-a17960ade166.sensing_status.json,4,,,,,,236,,,,,,2507435,,,,2022-05-27 21:11:08.025,1001,,,,115.0,30001,,,128.0,2022-05-27 21:54:26.930,2022-05-27 21:54:26.930,,1.5277778,100.76432,99.0,4211,2642.41,,194.0,110.0,,,UTC+0200,SumqgnI0Fz,,,0235bd97-4d65-49c6-b6f2-a17960ade166.com.samsung.health.exercise.live_data.json,,1.0538299,com.sec.android.app.shealth,,,,2022-05-27 21:52:55.460,0235bd97-4d65-49c6-b6f2-a17960ade166,,
5a8859a0-2389-4b8e-8123-54a6fe2566bf.live_data_internal.json,,,73.0,,,,5a8859a0-2389-4b8e-8123-54a6fe2566bf.sensing_status.json,4,,,,,,70,,,,,,826365,,,,2022-05-28 17:27:35.765,1001,,,,92.0,30001,,,110.0,2022-05-28 17:42:53.077,2022-05-28 17:42:53.077,,1.5555556,73.76885,66.0,1016,655.58,,73.0,103.0,,,UTC+0200,SumqgnI0Fz,,,5a8859a0-2389-4b8e-8123-54a6fe2566bf.com.samsung.health.exercise.live_data.json,,0.79332983,com.sec.android.app.shealth,,,,2022-05-28 17:41:22.130,5a8859a0-2389-4b8e-8123-54a6fe2566bf,,
22229e54-55f6-44f0-8fc2-aca73be63aff.live_data_internal.json,,,75.0,,,,22229e54-55f6-44f0-8fc2-aca73be63aff.sensing_status.json,4,,,,,,58,,,,,,718925,,,,2022-05-27 09:05:33.447,1001,,,,111.0,30001,,,119.0,2022-05-27 09:19:02.874,2022-05-27 09:19:02.874,,1.703435,82.62336,100.0,990,780.91,,75.0,124.0,,,UTC+0200,SumqgnI0Fz,,,22229e54-55f6-44f0-8fc2-aca73be63aff.com.samsung.health.exercise.live_data.json,,1.086219,com.sec.android.app.shealth,,,,2022-05-27 09:17:32.372,22229e54-55f6-44f0-8fc2-aca73be63aff,,
637e2a9a-9d23-466f-a7b4-72ed615d9f4e.live_data_internal.json,,,106.0,,,,637e2a9a-9d23-466f-a7b4-72ed615d9f4e.sensing_status.json,4,,,,,,96,,,,,,1081921,,,,2022-05-21 08:22:46.972,1001,,,,98.0,30001,,,111.0,2022-05-21 08:42:20.317,2022-05-21 08:42:20.317,,1.5,83.85085,80.0,1512,1146.32,,106.0,110.0,,,UTC+0200,SumqgnI0Fz,,,637e2a9a-9d23-466f-a7b4-72ed615d9f4e.com.samsung.health.exercise.live_data.json,,1.0595227,com.sec.android.app.shealth,,,,2022-05-21 08:40:48.893,637e2a9a-9d23-466f-a7b4-72ed615d9f4e,,
a4bca10e-4ff1-4b49-babd-de899e33796a.live_data_internal.json,,,75.0,,,,a4bca10e-4ff1-4b49-babd-de899e33796a.sensing_status.json,4,,,,,,79,,,,,,923109,,,,2022-05-28 17:44:37.015,1001,,,,98.0,30001,,,120.0,2022-05-28 18:01:30.285,2022-05-28 18:01:30.285,,1.2025156,100.48651,82.0,1546,934.93,,75.0,116.0,,,UTC+0200,SumqgnI0Fz,,,a4bca10e-4ff1-4b49-babd-de899e33796a.com.samsung.health.exercise.live_data.json,,1.0128056,com.sec.android.app.shealth,,,,2022-05-28 18:00:00.124,a4bca10e-4ff1-4b49-babd-de899e33796a,,
e880de98-d76f-4181-a9e0-86eca2c34738.live_data_internal.json,,,267.0,,,,e880de98-d76f-4181-a9e0-86eca2c34738.sensing_status.json,4,,,,,,277,,,,,,2891582,,,,2022-05-28 00:57:51.678,1001,,,,133.0,30001,,,154.0,2022-05-28 01:47:33.618,2022-05-28 01:47:33.618,,1.5435598,86.61002,119.0,4174,3158.76,,267.0,109.0,,,UTC+0200,SumqgnI0Fz,,,e880de98-d76f-4181-a9e0-86eca2c34738.com.samsung.health.exercise.live_data.json,,1.0923985,com.sec.android.app.shealth,,,,2022-05-28 01:46:03.260,e880de98-d76f-4181-a9e0-86eca2c34738,,
6ded2bce-d553-4573-a500-9b47ff0a3a35.live_data_internal.json,,,137.0,,,,6ded2bce-d553-4573-a500-9b47ff0a3a35.sensing_status.json,4,,,,,,140,,,,,,1605884,,,,2022-05-30 13:50:39.506,1001,,,,102.0,30001,,,128.0,2022-05-30 14:18:56.535,2022-05-30 14:18:56.535,,2.1666667,91.98672,82.0,2462,1524.24,,137.0,113.0,,,UTC+0200,SumqgnI0Fz,,,6ded2bce-d553-4573-a500-9b47ff0a3a35.com.samsung.health.exercise.live_data.json,,0.94915944,com.sec.android.app.shealth,,,,2022-05-30 14:17:25.390,6ded2bce-d553-4573-a500-9b47ff0a3a35,,
bbb3b153-77c6-4791-8032-591a4b3bde46.live_data_internal.json,,,103.0,,,,bbb3b153-77c6-4791-8032-591a4b3bde46.sensing_status.json,4,,,,,,104,,,,,,1152952,,,,2022-06-01 13:02:07.148,1001,,,,96.0,30001,,,112.0,2022-06-01 13:22:50.424,2022-06-01 13:22:50.424,,1.1978334,87.47978,82.0,1681,1032.04,,103.0,114.0,,,UTC+0200,SumqgnI0Fz,,,bbb3b153-77c6-4791-8032-591a4b3bde46.com.samsung.health.exercise.live_data.json,,0.89512837,com.sec.android.app.shealth,,,,2022-06-01 13:21:20.100,bbb3b153-77c6-4791-8032-591a4b3bde46,,
947ae6fe-7ac9-4e8e-b7c7-75c0ba474131.live_data_internal.json,,,833.38055,,,,947ae6fe-7ac9-4e8e-b7c7-75c0ba474131.sensing_status.json,1,,,,,1,477,,,,,,4744556,,,,2022-05-27 09:24:01.370,0,,,,144.0,,,,185.0,2022-05-27 10:43:13.095,2022-05-27 10:43:06.631,,,,86.0,,,,833.38055,,,,UTC+0200,SumqgnI0Fz,,,947ae6fe-7ac9-4e8e-b7c7-75c0ba474131.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,2022-05-27 10:43:05.926,947ae6fe-7ac9-4e8e-b7c7-75c0ba474131,,
bf32a7a9-952b-485a-94f7-704cd57fa114.live_data_internal.json,,,84.0,,,,bf32a7a9-952b-485a-94f7-704cd57fa114.sensing_status.json,4,,,,,,95,,,,,,1077567,,,,2022-05-27 10:57:46.341,1001,,,,123.0,30001,,,143.0,2022-05-27 11:17:13.378,2022-05-27 11:17:13.378,,1.6010413,78.62156,69.0,1412,961.34,,84.0,119.0,,,UTC+0200,SumqgnI0Fz,,,bf32a7a9-952b-485a-94f7-704cd57fa114.com.samsung.health.exercise.live_data.json,,0.89213943,com.sec.android.app.shealth,,,,2022-05-27 11:15:43.908,bf32a7a9-952b-485a-94f7-704cd57fa114,,
a3de861f-ff5c-4731-8509-c9767f32b7ec.live_data_internal.json,,,84.0,,,,a3de861f-ff5c-4731-8509-c9767f32b7ec.sensing_status.json,4,,,,,,106,,,,,,1203332,,,,2022-05-30 08:05:42.449,1001,,,,99.0,30001,,,116.0,2022-05-30 08:27:15.646,2022-05-30 08:27:15.646,,1.31162,94.63722,77.0,1898,940.67,,84.0,120.0,,,UTC+0200,SumqgnI0Fz,,,a3de861f-ff5c-4731-8509-c9767f32b7ec.com.samsung.health.exercise.live_data.json,,0.78172106,com.sec.android.app.shealth,,,,2022-05-30 08:25:45.781,a3de861f-ff5c-4731-8509-c9767f32b7ec,,
c6d2658e-f5a6-4f93-89bb-37b5de52ca86.live_data_internal.json,,,81.0,,,,c6d2658e-f5a6-4f93-89bb-37b5de52ca86.sensing_status.json,4,,,,,,80,,,,,,935819,,,,2022-06-01 11:48:01.172,1001,,,,103.0,30001,,,119.0,2022-06-01 12:05:07.275,2022-06-01 12:05:07.275,,1.3897028,94.63369,72.0,1476,926.61,,81.0,118.0,,,UTC+0200,SumqgnI0Fz,,,c6d2658e-f5a6-4f93-89bb-37b5de52ca86.com.samsung.health.exercise.live_data.json,,0.99015945,com.sec.android.app.shealth,,,,2022-06-01 12:03:36.991,c6d2658e-f5a6-4f93-89bb-37b5de52ca86,,
