binning_data;update_time;create_time;source_pkg_name;source_type;count;speed;distance;calorie;deviceuuid;pkg_name;datauuid;day_time
083c76f0-5774-4f8b-8e96-673f5f42fa92.binning_data.json;2022-05-23 08:26:08.556;2022-05-21 22:11:29.211;com.sec.android.app.shealth;-2;11529;13104522;8752915;48036954;VfS0qUERdZ;com.sec.android.app.shealth;083c76f0-5774-4f8b-8e96-673f5f42fa92;1,65318E+12
9be563b8-947e-4508-9488-a178bbc8dae8.binning_data.json;2022-05-23 22:00:24.173;2022-05-22 22:00:09.465;com.sec.android.app.shealth;103;10413;13212153;7901883;4373395;SumqgnI0Fz;com.sec.android.app.shealth;9be563b8-947e-4508-9488-a178bbc8dae8;1,65318E+12
128e68a4-f51c-4cb5-9129-e0e8f57a9079.binning_data.json;2022-05-25 22:07:19.545;2022-05-25 05:41:50.864;com.sec.android.app.shealth;-2;12559;13338656;9582818;5180736;VfS0qUERdZ;com.sec.android.app.shealth;128e68a4-f51c-4cb5-9129-e0e8f57a9079;1,65344E+12
5308ef03-e02c-4397-9b21-30dd27c695c5.binning_data.json;2022-05-23 22:00:04.162;2022-05-23 22:00:04.162;com.sec.android.app.shealth;0;7861;16230114;66097397;38549994;3JD7PDJoKB;com.sec.android.app.shealth;5308ef03-e02c-4397-9b21-30dd27c695c5;1,65326E+12
b7898716-e98b-45f7-8b33-1901d54fc56f.binning_data.json;2022-05-26 22:00:07.106;2022-05-25 22:00:05.228;com.sec.android.app.shealth;103;10992;1348218;8385999;45731445;SumqgnI0Fz;com.sec.android.app.shealth;b7898716-e98b-45f7-8b33-1901d54fc56f;1,65344E+12
8e58d5d5-e6dd-48d2-b378-24ae1f21068d.binning_data.json;2022-05-20 22:48:37.265;2022-05-20 22:48:37.265;com.sec.android.app.shealth;0;9362;15907415;7768.67;44446994;3JD7PDJoKB;com.sec.android.app.shealth;8e58d5d5-e6dd-48d2-b378-24ae1f21068d;1,653E+12
001d7ec4-73bc-422d-8592-46ad9fdadfc8.binning_data.json;2022-05-25 22:00:05.195;2022-05-24 22:00:06.162;com.sec.android.app.shealth;103;8338;1365119;63862583;34907208;SumqgnI0Fz;com.sec.android.app.shealth;001d7ec4-73bc-422d-8592-46ad9fdadfc8;1,65335E+12
b35fff82-548b-4b86-9e92-a00291d95e1d.binning_data.json;2022-05-27 23:58:34.209;2022-05-27 07:06:23.992;com.sec.android.app.shealth;-2;19591;14886763;15762789;8817756;VfS0qUERdZ;com.sec.android.app.shealth;b35fff82-548b-4b86-9e92-a00291d95e1d;1,65361E+12
825bd7b6-01d5-4c49-b7ed-378525565c6d.binning_data.json;2022-05-25 00:44:41.851;2022-05-24 05:46:13.803;com.sec.android.app.shealth;-2;9764;13516816;7483092;40795132;VfS0qUERdZ;com.sec.android.app.shealth;825bd7b6-01d5-4c49-b7ed-378525565c6d;1,65335E+12
362dc569-438f-40d7-ad23-682c1ae75611.binning_data.json;2022-05-26 22:00:07.155;2022-05-26 22:00:07.155;com.sec.android.app.shealth;103;9397;1343701;71665522;3881575;SumqgnI0Fz;com.sec.android.app.shealth;362dc569-438f-40d7-ad23-682c1ae75611;1,65352E+12
0e5868b0-b4f3-4064-9f64-bad98d8e2341.binning_data.json;2022-05-25 22:00:03.599;2022-05-25 22:00:03.599;com.sec.android.app.shealth;0;10146;13107508;7758.07;41567996;3JD7PDJoKB;com.sec.android.app.shealth;0e5868b0-b4f3-4064-9f64-bad98d8e2341;1,65344E+12
cf86c4f1-2c00-4dcf-aa91-3a77b6b8ad63.binning_data.json;2022-05-28 22:59:44.250;2022-05-27 22:18:03.740;com.sec.android.app.shealth;103;17212;14679358;13463881;7583233;SumqgnI0Fz;com.sec.android.app.shealth;cf86c4f1-2c00-4dcf-aa91-3a77b6b8ad63;1,65361E+12
5e334cfc-d3cf-4e6e-8017-403d753f5a51.binning_data.json;2022-05-26 21:15:09.268;2022-05-25 22:06:02.850;com.sec.android.app.shealth;-2;11027;13194568;8396526;4532831;VfS0qUERdZ;com.sec.android.app.shealth;5e334cfc-d3cf-4e6e-8017-403d753f5a51;1,65352E+12
bc883c8c-6913-49d3-a769-7860ea7b19d3.binning_data.json;2022-05-28 22:59:42.378;2022-05-28 22:59:42.378;com.sec.android.app.shealth;0;24595;12441113;18546719;9931099;3JD7PDJoKB;com.sec.android.app.shealth;bc883c8c-6913-49d3-a769-7860ea7b19d3;1,6537E+12
1adbab74-ea9c-425c-87aa-d21360c804e9.binning_data.json;2022-05-29 22:00:02.584;2022-05-29 22:00:02.584;com.sec.android.app.shealth;0;9448;12647727;7172.32;38636996;3JD7PDJoKB;com.sec.android.app.shealth;1adbab74-ea9c-425c-87aa-d21360c804e9;1,65378E+12
e59a6270-9164-442e-90e1-7d5c391585f7.binning_data.json;2022-05-31 22:00:06.860;2022-05-30 22:00:06.828;com.sec.android.app.shealth;103;11284;10996274;6965661;42777936;SumqgnI0Fz;com.sec.android.app.shealth;e59a6270-9164-442e-90e1-7d5c391585f7;1,65387E+12
c8a54c8d-90d5-42b1-9ff3-1de89b0b3f24.binning_data.json;2022-05-22 22:00:07.757;2022-05-22 22:00:07.757;com.sec.android.app.shealth;0;8552;12779313;6489.18;350.15;3JD7PDJoKB;com.sec.android.app.shealth;c8a54c8d-90d5-42b1-9ff3-1de89b0b3f24;1,65318E+12
75233dc3-e889-45d4-b7a0-96fd4473eef6.binning_data.json;2022-05-28 22:51:36.124;2022-05-27 23:41:08.505;com.sec.android.app.shealth;-2;28016;12427095;20242424;11290721;VfS0qUERdZ;com.sec.android.app.shealth;75233dc3-e889-45d4-b7a0-96fd4473eef6;1,6537E+12
5d7b30f7-55b2-4b6b-bc70-9f016f5fab2e.binning_data.json;2022-05-27 22:18:01.925;2022-05-27 22:18:01.925;com.sec.android.app.shealth;0;16509;14884393;13391.2;7489599;3JD7PDJoKB;com.sec.android.app.shealth;5d7b30f7-55b2-4b6b-bc70-9f016f5fab2e;1,65361E+12
c858b0fe-93d7-4b72-a9a5-644d4524d25b.binning_data.json;2022-05-30 22:00:06.848;2022-05-28 22:59:44.234;com.sec.android.app.shealth;103;14480;1149697;9174926;54866016;SumqgnI0Fz;com.sec.android.app.shealth;c858b0fe-93d7-4b72-a9a5-644d4524d25b;1,65378E+12
23a0fd23-0d46-4312-8c9d-90eeee64cc82.binning_data.json;2022-05-24 22:00:04.369;2022-05-24 22:00:04.369;com.sec.android.app.shealth;0;8039;13474607;6170.0;33000998;3JD7PDJoKB;com.sec.android.app.shealth;23a0fd23-0d46-4312-8c9d-90eeee64cc82;1,65335E+12
0493da32-9698-4c96-b50b-a0d3dcadad88.binning_data.json;2022-06-02 22:00:09.508;2022-06-01 22:00:04.218;com.sec.android.app.shealth;103;5398;11162244;3357847;19745854;SumqgnI0Fz;com.sec.android.app.shealth;0493da32-9698-4c96-b50b-a0d3dcadad88;1,65404E+12
de8c9243-873c-41e4-9d24-4bb205dfdb7e.binning_data.json;2022-06-01 03:12:35.198;2022-05-30 22:26:47.572;com.sec.android.app.shealth;-2;860;1084774;5699306;34059357;VfS0qUERdZ;com.sec.android.app.shealth;de8c9243-873c-41e4-9d24-4bb205dfdb7e;1,65396E+12
a9078f54-684b-4279-947e-e51c8c1552a6.binning_data.json;2022-05-31 02:34:22.251;2022-05-30 07:00:28.498;com.sec.android.app.shealth;-2;12267;12529677;8641184;48175903;VfS0qUERdZ;com.sec.android.app.shealth;a9078f54-684b-4279-947e-e51c8c1552a6;1,65387E+12
84b41997-6316-47a4-9bb4-167b632230a1.binning_data.json;2022-06-01 22:00:04.169;2022-05-31 22:00:06.847;com.sec.android.app.shealth;103;553;0.98509496;33195062;21019356;SumqgnI0Fz;com.sec.android.app.shealth;84b41997-6316-47a4-9bb4-167b632230a1;1,65396E+12
21a274fc-e3bb-4688-976b-e0d481fceb39.binning_data.json;2022-05-28 22:59:44.314;2022-05-28 22:59:44.314;com.sec.android.app.shealth;103;26439;12252083;18570.75;10575322;SumqgnI0Fz;com.sec.android.app.shealth;21a274fc-e3bb-4688-976b-e0d481fceb39;1,6537E+12
598956e3-fd60-47a6-968b-a643c8c13599.binning_data.json;2022-05-26 22:00:03.327;2022-05-26 22:00:03.327;com.sec.android.app.shealth;0;9454;13084219;7213.09;385.86;3JD7PDJoKB;com.sec.android.app.shealth;598956e3-fd60-47a6-968b-a643c8c13599;1,65352E+12
ecfac6cd-9de3-4d90-a047-5004f70d70d2.binning_data.json;2022-06-02 04:07:36.599;2022-06-01 06:27:27.501;com.sec.android.app.shealth;-2;6214;12386762;4341355;24015865;VfS0qUERdZ;com.sec.android.app.shealth;ecfac6cd-9de3-4d90-a047-5004f70d70d2;1,65404E+12
ce28ac2c-9d8a-4fb6-a491-b04eb837b24d.binning_data.json;2022-06-03 04:10:42.341;2022-06-01 22:02:32.835;com.sec.android.app.shealth;-2;9196;11682625;62409595;35129782;VfS0qUERdZ;com.sec.android.app.shealth;ce28ac2c-9d8a-4fb6-a491-b04eb837b24d;1,65413E+12
61af40ef-40b9-4b33-b1e8-92ad6fd9f285.binning_data.json;2022-06-03 22:00:07.620;2022-06-02 22:00:09.542;com.sec.android.app.shealth;103;7872;10739914;4842.94;28463467;SumqgnI0Fz;com.sec.android.app.shealth;61af40ef-40b9-4b33-b1e8-92ad6fd9f285;1,65413E+12
bf7cac8c-084a-459a-a576-d3ac15895531.binning_data.json;2022-05-30 02:14:34.990;2022-05-28 22:51:35.369;com.sec.android.app.shealth;-2;15648;12076482;10576556;6071007;VfS0qUERdZ;com.sec.android.app.shealth;bf7cac8c-084a-459a-a576-d3ac15895531;1,65378E+12
906f41ea-fba2-4539-b8d1-60b2f2da3aba.binning_data.json;2022-06-04 22:15:23.192;2022-06-03 22:18:57.715;com.sec.android.app.shealth;-2;13892;1149869;94028545;53423627;VfS0qUERdZ;com.sec.android.app.shealth;906f41ea-fba2-4539-b8d1-60b2f2da3aba;1,6543E+12
881bc2c5-3532-47cf-aafd-da348480e31a.binning_data.json;2022-06-04 22:00:06.869;2022-06-03 22:00:07.653;com.sec.android.app.shealth;103;7112;10860974;44022197;25855228;SumqgnI0Fz;com.sec.android.app.shealth;881bc2c5-3532-47cf-aafd-da348480e31a;1,65421E+12
10e653b7-11d1-4f6e-ab41-aa6965c4416f.binning_data.json;2022-06-03 23:33:04.820;2022-06-03 05:37:42.833;com.sec.android.app.shealth;-2;8366;11945388;57414634;32068442;VfS0qUERdZ;com.sec.android.app.shealth;10e653b7-11d1-4f6e-ab41-aa6965c4416f;1,65421E+12
3f32f167-80f7-49fc-aaae-6b3c9d72ebf4.binning_data.json;2022-06-05 22:00:05.309;2022-06-04 22:00:06.834;com.sec.android.app.shealth;103;11028;10431141;67168936;40372577;SumqgnI0Fz;com.sec.android.app.shealth;3f32f167-80f7-49fc-aaae-6b3c9d72ebf4;1,6543E+12
e0e806a1-3f47-4833-8d25-d710ad8ee497.binning_data.json;2022-05-31 22:00:03.910;2022-05-31 22:00:03.910;com.sec.android.app.shealth;0;419;12253075;315.55;17.54;3JD7PDJoKB;com.sec.android.app.shealth;e0e806a1-3f47-4833-8d25-d710ad8ee497;1,65396E+12
4dde08f3-561a-4b9d-9f02-7ff85c417b37.binning_data.json;2022-06-06 19:48:24.340;2022-06-05 22:00:41.933;com.sec.android.app.shealth;-2;2473;13013967;1879.61;100049965;VfS0qUERdZ;com.sec.android.app.shealth;4dde08f3-561a-4b9d-9f02-7ff85c417b37;1,65447E+12
2c19aaa8-da8a-46b9-9232-cd4b260e4575.binning_data.json;2022-05-30 22:00:02.926;2022-05-30 22:00:02.926;com.sec.android.app.shealth;0;10605;13560916;8141709;42963992;3JD7PDJoKB;com.sec.android.app.shealth;2c19aaa8-da8a-46b9-9232-cd4b260e4575;1,65387E+12
bc86995e-d36e-4dd4-91c1-77dfa7bc48f6.binning_data.json;2022-06-06 22:00:08.141;2022-06-05 22:00:05.605;com.sec.android.app.shealth;103;13381;10509633;81681265;48353018;SumqgnI0Fz;com.sec.android.app.shealth;bc86995e-d36e-4dd4-91c1-77dfa7bc48f6;1,65439E+12
98fa6cf5-39f6-43df-80ee-59d16accd7f4.binning_data.json;2022-06-06 06:00:59.928;2022-06-04 22:05:40.949;com.sec.android.app.shealth;-2;14869;11612753;10101362;566.23;VfS0qUERdZ;com.sec.android.app.shealth;98fa6cf5-39f6-43df-80ee-59d16accd7f4;1,65439E+12
63b6e6b3-8b5d-41ba-a411-5a5e29cac312.binning_data.json;2022-06-06 22:00:08.125;2022-06-06 22:00:08.125;com.sec.android.app.shealth;103;13;10234133;8040039;0.4699707;SumqgnI0Fz;com.sec.android.app.shealth;63b6e6b3-8b5d-41ba-a411-5a5e29cac312;1,65447E+12
08a084db-5488-4403-be22-0052508ddfea.binning_data.json;2022-06-08 21:03:21.220;2022-06-07 22:14:16.974;com.sec.android.app.shealth;-2;8535;15064428;67452993;397.43;VfS0qUERdZ;com.sec.android.app.shealth;08a084db-5488-4403-be22-0052508ddfea;1,65465E+12
783b3b26-28c0-420c-8440-2dec2d5aded9.binning_data.json;2022-06-02 22:00:06.461;2022-06-02 22:00:06.461;com.sec.android.app.shealth;0;7646;1290299;5810.7;30938998;3JD7PDJoKB;com.sec.android.app.shealth;783b3b26-28c0-420c-8440-2dec2d5aded9;1,65413E+12
5d572a7f-bd3a-4325-ad4e-aff6648c0cbd.binning_data.json;2022-06-01 22:00:02.054;2022-06-01 22:00:02.054;com.sec.android.app.shealth;0;4642;13713851;3573.93;18763995;3JD7PDJoKB;com.sec.android.app.shealth;5d572a7f-bd3a-4325-ad4e-aff6648c0cbd;1,65404E+12
0ef1f444-c60a-45e5-a2c8-bfe66d227b12.binning_data.json;2022-06-11 09:58:12.105;2022-06-10 06:43:04.376;com.sec.android.app.shealth;-2;8522;15001911;65327817;39195996;VfS0qUERdZ;com.sec.android.app.shealth;0ef1f444-c60a-45e5-a2c8-bfe66d227b12;1,65482E+12
e9b84d6a-0bfe-4f5b-9f3f-ae3fa096f362.binning_data.json;2022-06-08 22:04:29.747;2022-06-07 22:00:52.797;com.sec.android.app.shealth;103;6873;10722847;4221473;2500097;SumqgnI0Fz;com.sec.android.app.shealth;e9b84d6a-0bfe-4f5b-9f3f-ae3fa096f362;1,65456E+12
2f0ed4fc-6f93-49b2-ac39-48be95d9b754.binning_data.json;2022-06-08 22:04:29.804;2022-06-08 22:04:29.804;com.sec.android.app.shealth;103;6248;13042768;42173853;2687095;SumqgnI0Fz;com.sec.android.app.shealth;2f0ed4fc-6f93-49b2-ac39-48be95d9b754;1,65465E+12
