com.samsung.shealth.activity.day_summary,6212007,2
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
10922,10455026,90,5380332,2022-05-02 23:21:57.163,2022-05-01 22:09:48.134,-1,5405631,193,6263.601,1286.9462,f320b47c-7ca3-48c4-85af-0a10e6c9844b.extra_data.json,3JD7PDJoKB,21632,com.sec.android.app.shealth,5053062,28500000,f320b47c-7ca3-48c4-85af-0a10e6c9844b,1651449600000,
13334,8806848,90,0,2022-04-26 10:43:19.837,2022-04-24 22:00:39.221,-1,978734,162,9235.763,566.832,b44ace6f-0505-4c4e-991f-b8f1d7357efe.extra_data.json,3JD7PDJoKB,11200,com.sec.android.app.shealth,8795648,14100000,b44ace6f-0505-4c4e-991f-b8f1d7357efe,1650844800000,
17079,11135036,90,0,2022-04-26 10:43:19.661,2022-04-23 22:00:00.588,-1,1396900,205,12861.94,850.5668,454346cb-bd94-4aa0-9b64-242038713ba1.extra_data.json,3JD7PDJoKB,28800,com.sec.android.app.shealth,11106236,30000000,454346cb-bd94-4aa0-9b64-242038713ba1,1650758400000,
11744,7636261,90,0,2022-04-29 00:38:06.463,2022-04-27 22:00:00.419,-1,927586,141,8810.102,512.93274,142ba616-a89d-4741-a9ae-efa6d3f94fc9.extra_data.json,3JD7PDJoKB,400,com.sec.android.app.shealth,7635861,25860000,142ba616-a89d-4741-a9ae-efa6d3f94fc9,1651104000000,
7405,4911051,90,0,2022-05-08 23:09:45.900,2022-05-07 22:01:18.599,-1,1395983,90,5650.9404,357.62515,53f2660c-8a4d-4106-ab60-ba20d80ae40f.extra_data.json,3JD7PDJoKB,23841,com.sec.android.app.shealth,4887210,32220000,53f2660c-8a4d-4106-ab60-ba20d80ae40f,1651968000000,
8630,5661564,90,0,2022-05-04 20:43:42.664,2022-05-03 22:00:00.978,-1,1019984,104,6485.7046,458.3699,c92a2b38-ec26-4b44-8e0a-29f41ef58868.extra_data.json,3JD7PDJoKB,4062,com.sec.android.app.shealth,5657502,25980000,c92a2b38-ec26-4b44-8e0a-29f41ef58868,1651622400000,
7659,4926635,90,0,2022-05-02 15:53:42.791,2022-04-30 22:00:01.917,-1,1524731,90,5852.526,405.44797,32533790-c9cb-45d6-bddd-05900a41ed9e.extra_data.json,3JD7PDJoKB,17200,com.sec.android.app.shealth,4909435,26760000,32533790-c9cb-45d6-bddd-05900a41ed9e,1651363200000,
10189,6608689,90,0,2022-05-10 06:54:01.119,2022-05-08 22:51:15.291,-1,240000,122,7765.8135,420.77307,d7ca9dc9-3a15-4106-9d94-663d77b44266.extra_data.json,3JD7PDJoKB,1200,com.sec.android.app.shealth,6607489,28440000,d7ca9dc9-3a15-4106-9d94-663d77b44266,1652054400000,
11235,10801954,90,6004746,2022-04-30 00:41:53.766,2022-04-28 22:00:01.673,-1,4742326,198,5856.8174,1293.4489,499504f2-6d6f-491e-971d-7958a644c6fb.extra_data.json,3JD7PDJoKB,4322,com.sec.android.app.shealth,4792886,28980000,499504f2-6d6f-491e-971d-7958a644c6fb,1651190400000,
6661,4381652,90,0,2022-05-01 00:18:18.663,2022-04-29 22:07:26.768,-1,120000,80,5081.9526,272.37067,9cb5521b-c56f-4f16-8ae5-43f9d7c96d4e.extra_data.json,3JD7PDJoKB,2400,com.sec.android.app.shealth,4379252,32460000,9cb5521b-c56f-4f16-8ae5-43f9d7c96d4e,1651276800000,
14916,9524196,90,0,2022-05-07 23:37:25.489,2022-05-06 22:00:01.535,-1,480000,175,11403.829,607.37823,bfbe6651-7e33-48b2-9918-db921bdb0601.extra_data.json,3JD7PDJoKB,8400,com.sec.android.app.shealth,9515796,26640000,bfbe6651-7e33-48b2-9918-db921bdb0601,1651881600000,
603,402201,90,0,2022-05-14 17:01:30.373,2022-05-13 22:00:01.424,-1,41354,6,454.71875,25.500216,dd6c3f01-45e2-4ca4-9e8c-daef90e24ecd.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,402201,25980000,dd6c3f01-45e2-4ca4-9e8c-daef90e24ecd,1652486400000,
15558,13337108,90,6456276,2022-05-10 21:04:12.523,2022-05-09 22:06:20.038,-1,7565554,245,7551.049,1661.8037,d39b8091-9e24-4b0e-90e2-061b2bb1d025.extra_data.json,3JD7PDJoKB,1600,com.sec.android.app.shealth,6879232,25440000,d39b8091-9e24-4b0e-90e2-061b2bb1d025,1652140800000,
15590,13023888,90,5917964,2022-05-06 22:16:24.216,2022-05-05 22:00:00.468,-1,4925593,240,8927.91,1451.8988,90f624fe-28a0-4fc4-a7e9-ed80a8fc8d37.extra_data.json,3JD7PDJoKB,30667,com.sec.android.app.shealth,7075257,33120000,90f624fe-28a0-4fc4-a7e9-ed80a8fc8d37,1651795200000,
4975,3192212,90,0,2022-05-14 00:48:40.954,2022-05-12 22:00:00.404,-1,1146574,58,3706.4038,250.76976,00ec8ece-a28a-4fc4-88b2-33c2ea23ad02.extra_data.json,3JD7PDJoKB,6400,com.sec.android.app.shealth,3185812,28680000,00ec8ece-a28a-4fc4-88b2-33c2ea23ad02,1652400000000,
11934,12285027,90,5712620,2022-05-21 07:36:13.683,2022-05-19 22:00:01.268,-1,5453812,225,8564.043,1521.21,a8d30933-f093-485c-8e6b-daa101a22fec.extra_data.json,3JD7PDJoKB,993364,com.sec.android.app.shealth,5579043,30000000,a8d30933-f093-485c-8e6b-daa101a22fec,1653004800000,
9689,6358137,90,0,2022-05-05 23:50:41.583,2022-05-04 22:00:01.069,-1,180000,116,7415.9004,399.10522,bb7e53a4-d71b-4f9d-b1ae-774e85b9f0cd.extra_data.json,3JD7PDJoKB,26456,com.sec.android.app.shealth,6331681,23580000,bb7e53a4-d71b-4f9d-b1ae-774e85b9f0cd,1651708800000,
431,286409,90,0,2022-05-12 21:06:37.817,2022-05-11 22:00:00.391,-1,33350,4,328.04,18.330002,c854dc1f-4171-451f-a791-b1fed8b9269f.extra_data.json,3JD7PDJoKB,1600,com.sec.android.app.shealth,284809,26580000,c854dc1f-4171-451f-a791-b1fed8b9269f,1652313600000,
1624,1071727,90,0,2022-05-19 22:43:02.181,2022-05-18 22:00:00.491,-1,52026,18,1252.4226,70.10002,13148dbf-69fa-4bc8-9e34-9780e084bccd.extra_data.json,3JD7PDJoKB,17200,com.sec.android.app.shealth,1054527,29580000,13148dbf-69fa-4bc8-9e34-9780e084bccd,1652918400000,
446,297482,90,0,2022-05-16 20:52:22.990,2022-05-15 22:14:11.107,-1,23345,4,336.02,18.680004,4e16bc32-2da9-4346-bdaa-d83707e0acc9.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,297482,34440000,4e16bc32-2da9-4346-bdaa-d83707e0acc9,1652659200000,
3642,2224318,90,0,2022-05-11 22:15:17.158,2022-05-10 22:00:01.016,-1,300000,40,2796.7607,150.51152,99b2de8d-8bdc-476f-b3da-90a0cd831f16.extra_data.json,3JD7PDJoKB,7600,com.sec.android.app.shealth,2216718,33480000,99b2de8d-8bdc-476f-b3da-90a0cd831f16,1652227200000,
1179,783723,90,0,2022-05-18 21:33:07.858,2022-05-17 22:00:00.823,-1,41354,13,914.68243,50.220367,cefbf316-b27d-4871-9c0a-48fece88dabf.extra_data.json,3JD7PDJoKB,4000,com.sec.android.app.shealth,779723,30180000,cefbf316-b27d-4871-9c0a-48fece88dabf,1652832000000,
12559,8201022,90,0,2022-05-25 22:07:22.304,2022-05-24 22:00:00.477,-1,240000,151,9582.819,518.0736,1a579ce6-1585-4c1e-91e3-68800b418242.extra_data.json,3JD7PDJoKB,1637,com.sec.android.app.shealth,8199385,27600000,1a579ce6-1585-4c1e-91e3-68800b418242,1653436800000,
573,382191,90,0,2022-05-15 19:50:22.415,2022-05-14 22:04:44.568,-1,32683,6,433.09003,24.160002,0bc421e8-a28c-40eb-b951-d985e7ba6010.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,382191,36240000,0bc421e8-a28c-40eb-b951-d985e7ba6010,1652572800000,
11027,7187862,90,0,2022-05-26 21:15:09.419,2022-05-25 22:00:01.633,-1,180000,132,8396.527,453.28326,46e8624f-6974-4456-a112-e6aaf1d36572.extra_data.json,3JD7PDJoKB,7600,com.sec.android.app.shealth,7180262,29280000,46e8624f-6974-4456-a112-e6aaf1d36572,1653523200000,
11529,7566409,90,0,2022-05-23 08:26:11.342,2022-05-21 22:00:00.438,-1,180000,138,8752.915,480.36975,3d0be001-2e06-4d12-a221-7269be2efbb3.extra_data.json,3JD7PDJoKB,38400,com.sec.android.app.shealth,7528009,29700000,3d0be001-2e06-4d12-a221-7269be2efbb3,1653177600000,
9764,6369364,90,0,2022-05-25 00:44:41.892,2022-05-23 22:00:01.186,-1,180000,116,7483.0903,407.95132,7c7447bf-7320-4fb9-9f9e-a089581da6c5.extra_data.json,3JD7PDJoKB,17404,com.sec.android.app.shealth,6351960,27900000,7c7447bf-7320-4fb9-9f9e-a089581da6c5,1653350400000,
242,161414,90,0,2022-05-17 19:29:28.336,2022-05-16 22:00:01.144,-1,20010,2,182.62999,10.17,00ebf871-4cd5-485e-89ed-ca8a8a896b42.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,161414,26340000,00ebf871-4cd5-485e-89ed-ca8a8a896b42,1652745600000,
6214,4058932,90,29986,2022-06-02 04:07:36.328,2022-05-31 22:00:01.286,-1,1152952,74,3914.5208,298.0823,c1cd9178-69df-42a2-8591-09d9b98984dc.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,4028946,30420000,c1cd9178-69df-42a2-8591-09d9b98984dc,1654041600000,
28016,19407881,90,0,2022-05-28 22:51:35.910,2022-05-27 22:17:56.557,-1,6008401,358,18690.72,1966.9895,a7ca8359-057a-443a-b1ad-d9cd7e9e28b7.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,19407881,20820000,a7ca8359-057a-443a-b1ad-d9cd7e9e28b7,1653696000000,
8024,5274759,90,0,2022-05-21 23:22:03.304,2022-05-20 22:48:26.138,-1,1093028,96,6053.914,376.12646,315d40c1-0089-43c0-9a75-19e5eab10fdd.extra_data.json,3JD7PDJoKB,800,com.sec.android.app.shealth,5273959,32100000,315d40c1-0089-43c0-9a75-19e5eab10fdd,1653091200000,
15648,10421817,90,0,2022-05-30 02:14:34.998,2022-05-29 22:00:01.041,-1,629932,192,10601.463,640.78595,b7536d8d-ea3f-48dd-96b1-34a70894d323.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,10421817,15300000,b7536d8d-ea3f-48dd-96b1-34a70894d323,1653782400000,
860,573620,90,0,2022-06-01 03:12:35.146,2022-05-30 22:00:00.520,-1,37352,10,569.9305,34.059353,0c7f95e0-a63a-4ee6-9743-443a777b316a.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,573620,26100000,0c7f95e0-a63a-4ee6-9743-443a777b316a,1653955200000,
9724,9784387,90,5520678,2022-05-24 00:18:45.155,2022-05-22 22:00:01.096,-1,4500000,180,5388.9297,1175.9156,e7ef641c-03d6-4a59-a6e3-e2b5033dfe46.extra_data.json,3JD7PDJoKB,7729,com.sec.android.app.shealth,4255980,30540000,e7ef641c-03d6-4a59-a6e3-e2b5033dfe46,1653264000000,
8862,5831279,90,0,2022-06-07 22:57:19.243,2022-06-06 22:00:01.816,-1,120000,107,6185.275,341.8796,5d02d7b4-67bf-478b-9b73-ad2e1146226f.extra_data.json,3JD7PDJoKB,4000,com.sec.android.app.shealth,5827279,21360000,5d02d7b4-67bf-478b-9b73-ad2e1146226f,1654560000000,
14869,9674091,90,0,2022-06-06 06:00:59.881,2022-06-04 22:00:01.399,-1,1247274,178,9789.154,632.2607,977bbc54-f087-40de-8e64-de20f3c1a6c7.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,9674091,26040000,977bbc54-f087-40de-8e64-de20f3c1a6c7,1654387200000,
8366,5443069,90,0,2022-06-03 23:33:04.578,2022-06-02 22:00:02.202,-1,300000,100,5741.4644,320.68433,4abba7fc-1c9f-4961-a9d1-1657214e6f9a.extra_data.json,3JD7PDJoKB,2800,com.sec.android.app.shealth,5440269,27300000,4abba7fc-1c9f-4961-a9d1-1657214e6f9a,1654214400000,
2473,1559843,90,0,2022-06-06 19:48:24.557,2022-06-05 22:00:00.549,-1,120000,27,1879.6104,100.049965,8d6bb55c-07fa-4372-8743-a45a0ff65dcf.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,1559843,28740000,8d6bb55c-07fa-4372-8743-a45a0ff65dcf,1654473600000,
19591,15632350,90,4744556,2022-05-27 23:58:34.055,2022-05-26 22:00:01.664,-1,4745926,288,12187.532,1637.469,60a12e94-3b2d-4180-8bfc-07216ed8e095.extra_data.json,3JD7PDJoKB,19464,com.sec.android.app.shealth,10868330,32700000,60a12e94-3b2d-4180-8bfc-07216ed8e095,1653609600000,
12267,8135228,90,0,2022-05-31 02:34:22.215,2022-05-29 22:00:00.587,-1,1605884,150,7258.223,573.70825,ac7300f7-8a00-4ef3-8a2a-d2f6ed2a0f54.extra_data.json,3JD7PDJoKB,8189,com.sec.android.app.shealth,8127039,32340000,ac7300f7-8a00-4ef3-8a2a-d2f6ed2a0f54,1653868800000,
6734,4492983,90,0,2022-06-11 22:30:24.984,2022-06-10 22:00:00.477,-1,600952,82,4479.636,283.12918,90a07562-4cdd-450f-b5cd-0f17b0e17229.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,4492983,36720000,90a07562-4cdd-450f-b5cd-0f17b0e17229,1654905600000,
10871,7204643,90,0,2022-06-12 22:12:09.585,2022-06-11 22:00:01.732,-1,607762,133,7419.0103,436.5005,faf6fb51-559c-44f5-bd0e-b1682c6ea282.extra_data.json,3JD7PDJoKB,2800,com.sec.android.app.shealth,7201843,39120000,faf6fb51-559c-44f5-bd0e-b1682c6ea282,1654992000000,
9196,6096627,90,0,2022-06-03 04:10:42.302,2022-06-01 22:00:00.584,-1,60000,112,6240.961,351.29773,e4f4ddc8-03ba-4459-8f9a-8258ff5278fe.extra_data.json,3JD7PDJoKB,6400,com.sec.android.app.shealth,6090227,31560000,e4f4ddc8-03ba-4459-8f9a-8258ff5278fe,1654128000000,
8248,5304526,90,0,2022-06-13 21:56:12.128,2022-06-12 22:00:00.564,-1,120000,97,5869.6074,319.6314,8060fb89-b9ee-4e40-9cf3-3388024e38ad.extra_data.json,3JD7PDJoKB,13303,com.sec.android.app.shealth,5291223,34440000,8060fb89-b9ee-4e40-9cf3-3388024e38ad,1655078400000,
13892,9183999,90,0,2022-06-04 22:15:22.982,2022-06-03 22:00:00.945,-1,2173423,170,9138.74,605.66486,318054bb-c698-4ca2-83c2-a1b491061107.extra_data.json,3JD7PDJoKB,3072,com.sec.android.app.shealth,9180927,24540000,318054bb-c698-4ca2-83c2-a1b491061107,1654300800000,
17739,11454388,90,0,2022-06-19 01:30:43.629,2022-06-17 22:00:00.899,-1,3669064,211,10923.183,762.6939,10b82257-4e3e-4bbc-8cb3-08309ab8840d.extra_data.json,3JD7PDJoKB,4800,com.sec.android.app.shealth,11449588,31620000,10b82257-4e3e-4bbc-8cb3-08309ab8840d,1655510400000,
15697,15305873,90,6828678,2022-06-17 23:09:21.113,2022-06-16 22:00:00.592,-1,6124265,282,9738.445,1694.3308,5b625c59-e476-46aa-a71e-25aba4f3e026.extra_data.json,3JD7PDJoKB,543091,com.sec.android.app.shealth,7934104,26160000,5b625c59-e476-46aa-a71e-25aba4f3e026,1655424000000,
14235,9171153,90,0,2022-06-09 22:14:16.025,2022-06-08 22:04:01.691,-1,1114971,168,9408.682,593.56683,883adf3d-0435-45e1-a7cb-6e73ce2dfa3f.extra_data.json,3JD7PDJoKB,1600,com.sec.android.app.shealth,9169553,27480000,883adf3d-0435-45e1-a7cb-6e73ce2dfa3f,1654732800000,
9307,6108693,90,0,2022-06-19 21:51:34.932,2022-06-18 22:00:00.924,-1,180000,112,6415.0903,355.43756,ad1702b9-46ca-472c-86d9-9f3dbb6fd035.extra_data.json,3JD7PDJoKB,7981,com.sec.android.app.shealth,6100712,41580000,ad1702b9-46ca-472c-86d9-9f3dbb6fd035,1655596800000,
8535,10059077,90,6773031,2022-06-08 21:03:21.352,2022-06-07 22:00:00.863,-1,6773031,184,3707.9668,1345.9357,3299df7b-0e18-425b-9406-4a516382f365.extra_data.json,3JD7PDJoKB,800,com.sec.android.app.shealth,3285246,23580000,3299df7b-0e18-425b-9406-4a516382f365,1654646400000,
8522,9155617,90,6112379,2022-06-11 09:58:11.820,2022-06-09 22:00:05.362,-1,6123263,167,3180.9363,1291.5997,b0b7d393-dc46-4d13-9d62-28029540d139.extra_data.json,3JD7PDJoKB,5535,com.sec.android.app.shealth,3037703,31320000,b0b7d393-dc46-4d13-9d62-28029540d139,1654819200000,
12874,8294875,90,0,2022-06-24 22:07:52.976,2022-06-23 22:00:00.451,-1,1091459,153,8105.675,496.5953,d3f9ed15-a12d-4f73-9388-f440e5597eb3.extra_data.json,3JD7PDJoKB,10000,com.sec.android.app.shealth,8284875,30180000,d3f9ed15-a12d-4f73-9388-f440e5597eb3,1656028800000,
7677,7475083,90,5410983,2022-06-14 21:51:27.886,2022-06-13 22:00:00.528,-1,5708440,137,2129.7444,1023.9328,440fd3bb-f0e8-4b3a-96bf-e1f8261cbd47.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,2064100,32400000,440fd3bb-f0e8-4b3a-96bf-e1f8261cbd47,1655164800000,
9192,6069428,90,0,2022-06-23 21:32:26.055,2022-06-22 22:00:00.779,-1,180000,112,6472.976,354.3165,6997897e-096d-49d0-b74a-5be865f845a0.extra_data.json,3JD7PDJoKB,4000,com.sec.android.app.shealth,6065428,35400000,6997897e-096d-49d0-b74a-5be865f845a0,1655942400000,
11352,7407144,90,0,2022-06-20 20:52:04.977,2022-06-19 22:00:00.774,-1,120000,136,7855.622,435.4946,bbc03f30-0eb4-4770-86a9-004b3e86ac32.extra_data.json,3JD7PDJoKB,2800,com.sec.android.app.shealth,7404344,29640000,bbc03f30-0eb4-4770-86a9-004b3e86ac32,1655683200000,
90,60030,90,0,2022-06-25 13:43:01.476,2022-06-24 22:00:00.732,-1,13340,1,66.920006,3.6299999,131f231c-5334-4b3c-8f01-467cb4040687.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,60030,31440000,131f231c-5334-4b3c-8f01-467cb4040687,1656115200000,
1323,881373,90,0,2022-06-15 21:09:23.457,2022-06-14 22:00:00.597,-1,49491,15,910.0065,51.680283,64f5db39-ce59-4981-a9af-a072a2cd730b.extra_data.json,3JD7PDJoKB,1600,com.sec.android.app.shealth,879773,26580000,64f5db39-ce59-4981-a9af-a072a2cd730b,1655251200000,
11541,7570977,90,0,2022-06-16 21:36:47.673,2022-06-15 22:00:00.552,-1,180000,140,8004.941,440.01245,6717adaf-ccb2-42a3-9891-0f69b4afb1d2.extra_data.json,3JD7PDJoKB,400,com.sec.android.app.shealth,7570577,37080000,6717adaf-ccb2-42a3-9891-0f69b4afb1d2,1655337600000,
17532,14405376,90,4876190,2022-06-22 19:48:14.992,2022-06-21 22:00:00.755,-1,4876190,265,9774.166,1456.0084,5ddd9ff7-9977-4d7e-972b-855a596d4e37.extra_data.json,3JD7PDJoKB,15496,com.sec.android.app.shealth,9513690,25440000,5ddd9ff7-9977-4d7e-972b-855a596d4e37,1655856000000,
11419,7457217,90,0,2022-06-21 21:16:17.218,2022-06-20 22:00:01.512,-1,120000,137,7794.5483,435.29428,eb5a9e93-14ff-49de-972a-cef40240860a.extra_data.json,3JD7PDJoKB,0,com.sec.android.app.shealth,7457217,25680000,eb5a9e93-14ff-49de-972a-cef40240860a,1655769600000,
