com.samsung.shealth.social.public_challenge.history,6212007,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2022-04-06 11:57:46.337,2022-04-05 09:15:51.791,a3d469c3-16b9-4a12-84e8-6a6bb862c0ce.body.json,SIMPLE_LEVEL,3JD7PDJoKB,com.sec.android.app.shealth,1649246266333,a3d469c3-16b9-4a12-84e8-6a6bb862c0ce,
