com.samsung.health.floors_climbed,6212007,5
start_time,custom,update_time,create_time,floor,time_offset,deviceuuid,pkg_name,end_time,datauuid
2022-06-13 14:00:33.001,,2022-06-13 14:01:48.473,2022-06-13 14:00:58.250,2.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-13 14:01:02.000,01c97286-6216-42d0-9ae6-085e06e07809,
2022-05-26 12:47:30.001,,2022-05-26 12:48:00.806,2022-05-26 12:48:00.806,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-26 12:47:48.001,3189a981-f9c3-4fdd-b6ee-cecf6afe734a,
2022-06-09 12:49:47.000,,2022-06-09 12:53:26.835,2022-06-09 12:53:26.835,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-09 12:49:53.000,0eebe3da-eeff-4090-8887-c1a1bc33b425,
2022-06-19 12:47:45.000,,2022-06-19 12:48:52.924,2022-06-19 12:48:52.924,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-19 12:48:05.000,7fc64f11-aaaa-40f8-8893-b8856b333ab5,
2022-05-28 11:18:12.000,,2022-05-28 11:21:00.145,2022-05-28 11:20:59.522,5.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-28 11:19:31.000,c68d58b0-be00-4de2-a62b-d599480b42b4,
2022-06-11 19:12:25.001,,2022-06-11 19:12:39.265,2022-06-11 19:12:39.265,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-11 19:12:39.001,1e854d1d-a30e-4f9d-8cdc-4d065e4e501f,
2022-06-22 10:54:23.999,,2022-06-22 10:55:37.562,2022-06-22 10:55:37.562,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-22 10:54:32.999,e74154a7-ef39-4c96-9eb6-91e196cf5d50,
2022-05-28 15:48:10.000,,2022-05-28 15:48:22.192,2022-05-28 15:48:22.192,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-28 15:48:18.000,71ef752f-b6a3-45f5-a834-6821b00705ab,
2022-06-17 11:50:02.001,,2022-06-17 11:50:17.991,2022-06-17 11:50:17.991,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-17 11:50:07.001,fc31c1a2-341a-4f9a-a40c-50f2ad5624d1,
2022-05-30 14:17:23.000,,2022-05-30 14:18:57.688,2022-05-30 14:18:57.688,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-30 14:17:28.000,132bf7ab-f6e6-4954-b671-72f767b93597,
2022-06-21 06:22:24.001,,2022-06-21 06:23:00.359,2022-06-21 06:23:00.359,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-21 06:22:45.001,f0e3c652-95e4-4884-8eb7-c8bc1f8d2460,
2022-06-03 11:05:27.999,,2022-06-03 11:05:59.991,2022-06-03 11:05:59.892,2.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-03 11:05:53.001,ae52c06f-dd26-4a99-a334-f6839117a98a,
2022-06-23 18:38:42.000,,2022-06-23 18:43:05.824,2022-06-23 18:43:05.824,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-23 18:38:48.000,267b4bd8-4925-4d5c-aa90-0962a410e711,
2022-05-30 21:27:30.000,,2022-05-30 21:27:53.031,2022-05-30 21:27:53.031,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-30 21:27:40.000,8924a1ba-a8dd-455a-98d5-b7c0cc15187e,
2022-06-07 12:41:39.001,,2022-06-07 12:49:06.944,2022-06-07 12:49:06.944,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-07 12:41:45.001,bb2e67db-9e1d-4b91-9490-156de8999c89,
2022-06-03 14:54:14.000,,2022-06-03 14:54:40.412,2022-06-03 14:54:27.744,2.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-03 14:54:39.000,3871e930-8c04-4379-99c6-b38c866cec3e,
2022-06-09 12:55:20.000,,2022-06-09 12:57:13.838,2022-06-09 12:57:13.838,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-09 12:55:25.000,cde2db4a-d379-47d4-9f01-3e9092423d6c,
2022-06-07 13:00:36.999,,2022-06-07 13:00:43.867,2022-06-07 13:00:43.867,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-07 13:00:42.999,86512124-95e7-415d-8bd8-b0519b5aab1b,
2022-06-11 19:13:29.001,,2022-06-11 19:14:13.674,2022-06-11 19:13:53.753,3.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-11 19:13:56.000,0cae05b1-06a5-4e60-b431-b208d6e63f9f,
2022-06-10 17:24:09.000,,2022-06-10 17:24:34.711,2022-06-10 17:24:22.423,3.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-10 17:24:31.001,da77b29e-bd2e-477b-9bbf-e6a7ec12bad3,
2022-06-18 00:47:11.000,,2022-06-18 00:47:41.383,2022-06-18 00:47:41.383,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-18 00:47:16.000,95f8135b-a8e5-4975-b6cc-aa3cc7e7ade8,
2022-06-12 19:00:06.000,,2022-06-12 19:00:21.879,2022-06-12 19:00:21.879,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-12 19:00:14.000,e0965f8c-d825-427e-970d-121e58518214,
2022-05-24 06:53:56.000,,2022-05-24 06:56:11.915,2022-05-24 06:56:11.847,2.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-24 06:54:29.000,0eca2d83-5ea4-46f8-b405-6a8408665983,
2022-06-18 19:05:19.000,,2022-06-18 19:05:54.811,2022-06-18 19:05:54.811,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-18 19:05:24.000,411090c5-106c-418b-b8da-3b631d330b6d,
2022-06-22 06:24:06.019,,2022-06-22 06:26:03.077,2022-06-22 06:26:02.934,2.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-22 06:24:48.000,f89a1176-ecf1-4a5f-a641-0d96460baabc,
2022-05-27 15:03:00.000,,2022-05-27 15:03:28.882,2022-05-27 15:03:24.471,2.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-27 15:03:27.000,911f458f-b7ba-4f95-b20d-3e76d2f28162,
2022-06-22 10:12:38.000,,2022-06-22 10:13:03.755,2022-06-22 10:13:03.755,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-22 10:12:47.000,17e9ee34-d875-4086-a45e-92cdad170c4a,
2022-05-28 15:28:13.000,,2022-05-28 15:29:25.598,2022-05-28 15:29:25.524,2.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-28 15:28:52.007,0067e49d-bd98-4156-b0e6-8b93e915db41,
2022-05-29 06:47:43.008,,2022-05-29 06:49:29.940,2022-05-29 06:49:29.711,2.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-05-29 06:48:26.000,042d182d-edc5-4110-a455-60ec145589b5,
2022-06-02 12:44:34.006,,2022-06-02 12:45:07.924,2022-06-02 12:45:07.924,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-02 12:44:51.006,b05f95b1-3702-40d0-9ad8-e6878937171b,
2022-06-05 12:52:48.000,,2022-06-05 12:53:23.531,2022-06-05 12:53:23.531,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-05 12:53:00.000,7191d08b-4241-4494-a775-e42aa5395d18,
2022-06-09 09:45:39.000,,2022-06-09 09:51:18.413,2022-06-09 09:51:18.413,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-09 09:45:55.000,f88d644d-2c6a-4617-9930-ce185be9b951,
2022-06-11 18:35:47.999,,2022-06-11 18:36:14.566,2022-06-11 18:36:14.566,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-11 18:35:59.999,8e0f0f8c-c7f6-45d5-b1fe-1bd40292955f,
2022-06-14 11:16:44.000,,2022-06-14 11:16:59.983,2022-06-14 11:16:59.983,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-14 11:16:51.000,246bb7d1-5b1b-45dc-bdb3-141357a8acd1,
2022-06-20 12:18:57.000,,2022-06-20 12:19:28.086,2022-06-20 12:19:28.086,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-20 12:19:14.000,c7542de9-fa6b-40e3-98b3-d62764420c3f,
2022-06-22 17:33:49.000,,2022-06-22 17:34:13.676,2022-06-22 17:34:13.676,1.0,UTC+0200,SumqgnI0Fz,com.sec.android.app.shealth,2022-06-22 17:33:55.000,be054d20-ced4-4525-bfe1-b80cbfb9f959,
