com.samsung.shealth.permission,6212007,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2022-04-05 09:12:44.311,2022-04-05 09:10:55.882,data,,3JD7PDJoKB,com.sec.android.app.shealth,sync,1,4148ed5e-d17e-e2f7-449d-71f9d50db5af,4148ed5e-d17e-e2f7-449d-71f9d50db5af.optionals.json,
