com.samsung.shealth.social.public_challenge,6212007,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2022-04-30 20:16:44.022,2022-04-05 09:15:51.436,550e1ec7-b519-4f90-a884-ac60f49702ff.body.json,3JD7PDJoKB,com.sec.android.app.shealth,1651349804004,550e1ec7-b519-4f90-a884-ac60f49702ff,
