com.samsung.health.sleep_stage,6212007,6
start_time,sleep_id,custom,update_time,create_time,stage,time_offset,deviceuuid,pkg_name,end_time,datauuid
2022-04-08 02:52:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.663,2022-04-08 05:51:03.663,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 02:53:00.000,3c60ed62-5911-468b-a107-5c1c46d2e05b,
2022-04-08 04:27:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.664,2022-04-08 05:51:03.664,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 04:28:00.000,8c8548b4-a309-445a-a493-63cd8b12ee08,
2022-04-08 04:46:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.665,2022-04-08 05:51:03.665,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 04:51:00.000,5e8e19ae-5764-4ca6-9854-9148f781350e,
2022-04-08 05:18:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.666,2022-04-08 05:51:03.666,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 05:20:00.000,5f2af268-63fc-4c80-a5c0-1cd1171a934a,
2022-04-09 20:49:00.000,692fec87-f8ba-4bfb-80d9-e9169f0045c9,,2022-04-09 23:17:33.731,2022-04-09 23:17:33.731,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-09 21:14:00.000,a4b5c1c1-0e47-433b-bf82-42f089e601f2,
2022-04-17 14:05:00.000,de2b8434-64f0-4176-8d66-6a6f86c1f732,,2022-04-17 15:30:55.132,2022-04-17 15:30:55.132,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-17 15:11:00.000,19c17806-9e4b-4dab-80ed-5003fe48ddaf,
2022-04-06 23:00:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.075,2022-04-07 05:44:04.075,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-06 23:17:00.000,f2bce878-49fb-4066-9b60-3d7367e85dcb,
2022-04-09 21:48:00.000,692fec87-f8ba-4bfb-80d9-e9169f0045c9,,2022-04-09 23:17:33.731,2022-04-09 23:17:33.731,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-09 22:19:00.000,c7750283-d357-43c6-9294-404bd73d7595,
2022-04-09 23:10:00.000,692fec87-f8ba-4bfb-80d9-e9169f0045c9,,2022-04-09 23:17:33.732,2022-04-09 23:17:33.732,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-09 23:12:00.000,ad2a225b-88f9-42d8-b568-14e6942a3569,
2022-04-06 23:42:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.076,2022-04-07 05:44:04.076,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-06 23:46:00.000,995caa53-1e78-4d1a-98db-9d5a0c1401eb,
2022-04-11 13:58:00.000,2c7a20e7-ad88-43b9-b56e-c683a0e601cb,,2022-04-11 15:49:12.498,2022-04-11 15:49:12.498,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-11 14:05:00.000,d998239e-859b-45fd-aded-c1e13db8cde8,
2022-04-13 13:58:00.000,51be76e8-da94-42c0-99be-a95cabdc8eb4,,2022-04-13 14:42:20.315,2022-04-13 14:42:20.315,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-13 13:59:00.000,1ac7f056-81c3-42cc-adb0-ff9d77f209a8,
2022-04-07 00:32:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.077,2022-04-07 05:44:04.077,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 00:37:00.000,3ab3cf76-e203-4942-8f8d-b5e39ebe2f48,
2022-05-01 14:11:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.163,2022-05-01 15:20:08.163,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 14:26:00.000,ac160938-ff4f-431f-9c45-174c0f6e4ac5,
2022-04-13 14:18:00.000,51be76e8-da94-42c0-99be-a95cabdc8eb4,,2022-04-13 14:42:20.316,2022-04-13 14:42:20.316,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-13 14:32:00.000,f0139034-8f4a-4996-a0a5-c8fbfabda5f1,
2022-05-01 14:40:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.164,2022-05-01 15:20:08.164,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 14:48:00.000,b3b8b3e2-551e-4279-b2a3-91cd821b2a0a,
2022-04-07 01:02:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.078,2022-04-07 05:44:04.078,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 01:03:00.000,0c59b82c-0b7a-4cab-8bc0-2fec61cfebf6,
2022-05-07 14:45:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.594,2022-05-07 16:22:13.594,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 14:49:00.000,b04cc927-1d34-4b7e-9d7e-a6f28c116114,
2022-04-07 01:57:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.079,2022-04-07 05:44:04.079,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 02:00:00.000,ff644bd3-21d6-4d67-94fc-50a2a3032a30,
2022-05-07 15:00:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.603,2022-05-07 16:22:13.603,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 15:02:00.000,233730dc-ccfc-499f-b8b2-80c89598be71,
2022-05-07 15:44:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.604,2022-05-07 16:22:13.604,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 15:46:00.000,dda2fab3-3598-4645-bf2f-08e6be3cc955,
2022-04-07 02:36:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.080,2022-04-07 05:44:04.080,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 02:38:00.000,a010e56b-62cd-4e86-bd07-6eef12ba56e4,
2022-05-13 15:55:00.000,3698806f-882d-4df0-9add-93a669e6d599,,2022-05-13 16:43:17.354,2022-05-13 16:43:17.354,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-13 16:26:00.000,4bb6d5c1-35b0-4bb9-aea2-92456f0316ea,
2022-05-19 13:54:00.000,ec9f60eb-80c4-4566-a62f-b0a32360cb32,,2022-05-19 14:42:10.852,2022-05-19 14:42:10.852,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-19 13:56:00.000,99c0056e-8d71-4980-b7c2-4751d579be27,
2022-04-07 03:14:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.081,2022-04-07 05:44:04.081,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 03:15:00.000,da967cc8-e8a8-4013-bf3b-974baae82581,
2022-05-21 12:51:00.000,0fbfd3d6-b6dc-46d0-9bb5-422b9700e34e,,2022-05-21 13:52:38.046,2022-05-21 13:52:38.046,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-21 12:52:00.000,f0952e4d-873d-4f5b-91da-31b0c23f4f12,
2022-05-21 13:33:00.000,0fbfd3d6-b6dc-46d0-9bb5-422b9700e34e,,2022-05-21 13:52:38.052,2022-05-21 13:52:38.052,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-21 13:34:00.000,3faf86b2-db55-4b4c-ac4b-1f018858a95b,
2022-04-07 04:14:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.081,2022-04-07 05:44:04.081,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 04:15:00.000,9b39487b-cc3e-4e92-88b8-d1f3b89d3ba6,
2022-05-24 15:54:00.000,9ab50ae9-83b5-4877-96cf-9082858a18c1,,2022-05-24 16:43:53.890,2022-05-24 16:43:53.890,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-24 16:06:00.000,4b175768-6f14-4282-aec3-c392db5f5a26,
2022-05-29 14:18:00.000,da9679b1-223d-4086-9012-7618532526cb,,2022-05-29 15:33:44.822,2022-05-29 15:33:44.822,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-29 14:23:00.000,60f324e8-d71a-42c5-a092-4d4cdf1458f8,
2022-04-07 05:09:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.082,2022-04-07 05:44:04.082,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 05:35:00.000,f8bb3d77-d2fe-4f5d-b09e-c3184e73890e,
2022-06-21 14:08:00.000,fe79ee2e-f313-40f0-a8a5-33f10c9bf156,,2022-06-21 15:30:31.142,2022-06-21 15:30:31.142,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-21 14:09:00.000,29e60a03-8674-4d53-a1b6-4fdd86e5f582,
2022-04-14 13:55:00.000,8fc64f87-afc5-4a4c-9b01-726721eeb6c6,,2022-04-14 14:27:24.591,2022-04-14 14:27:24.591,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-14 13:56:00.000,9b2b227c-2c5e-433b-8216-99f14642474d,
2022-06-21 14:55:00.000,fe79ee2e-f313-40f0-a8a5-33f10c9bf156,,2022-06-21 15:30:31.143,2022-06-21 15:30:31.143,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-21 14:56:00.000,f81e7d5f-867c-4327-9de9-e3b4714a0b74,
2022-04-06 23:17:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.075,2022-04-07 05:44:04.075,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-06 23:26:00.000,51cea0ad-06b5-44b5-a536-1b24cdbca23b,
2022-04-16 16:09:00.000,6b397e4b-d423-4c83-b46c-f15a28b164d8,,2022-04-16 17:14:16.731,2022-04-16 17:14:16.731,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-16 16:10:00.000,143e9db6-9ee9-4787-b591-d0e40c2fceca,
2022-04-06 23:46:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.076,2022-04-07 05:44:04.076,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-06 23:54:00.000,6cae3fd0-56c0-40ec-b1cf-2a26260de5c6,
2022-04-07 00:37:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.077,2022-04-07 05:44:04.077,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 00:45:00.000,e299a286-7b3e-4350-af42-6abffa24d959,
2022-04-17 12:30:00.000,de2b8434-64f0-4176-8d66-6a6f86c1f732,,2022-04-17 15:30:55.131,2022-04-17 15:30:55.131,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-17 12:34:00.000,2f709d9a-f9e7-4c6a-8fa2-8b71c3d46afb,
2022-04-07 01:03:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.078,2022-04-07 05:44:04.078,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 01:25:00.000,e836d7de-006f-4e73-b30c-dc6d7e341948,
2022-04-07 02:00:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.079,2022-04-07 05:44:04.079,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 02:02:00.000,343efa93-f341-481e-8890-26d21f063432,
2022-04-17 13:30:00.000,de2b8434-64f0-4176-8d66-6a6f86c1f732,,2022-04-17 15:30:55.132,2022-04-17 15:30:55.132,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-17 13:42:00.000,a891a456-9a3d-4914-96fb-ea151e01920c,
2022-04-07 02:38:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.080,2022-04-07 05:44:04.080,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 02:48:00.000,bcfb50f1-448c-4191-8762-ae6951ebb56d,
2022-04-07 22:19:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.659,2022-04-08 05:51:03.659,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 22:20:00.000,8e2f7a79-bb61-48af-9cbd-b75cd9233273,
2022-05-01 13:30:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.162,2022-05-01 15:20:08.162,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 13:44:00.000,03a8f13f-6926-4372-a85a-ecc794ab2ee5,
2022-04-07 22:51:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.659,2022-04-08 05:51:03.659,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 23:05:00.000,fa1bea7b-6332-432e-a5d6-672c4a7a9514,
2022-05-01 14:26:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.163,2022-05-01 15:20:08.163,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 14:27:00.000,95c672e5-5c19-4781-a2bb-d75e74ec2ce9,
2022-04-07 03:15:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.081,2022-04-07 05:44:04.081,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 03:34:00.000,29876d2b-3171-4b21-89ff-b952fe6b9d5d,
2022-04-07 23:21:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.660,2022-04-08 05:51:03.660,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 23:35:00.000,45f626ab-05e3-403b-b8e2-be8b64dd9159,
2022-05-01 14:48:00.000,50fe2284-2ed2-447d-ba53-ed3a15d585ab,,2022-05-01 15:20:08.164,2022-05-01 15:20:08.164,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-01 15:03:00.000,5db8225e-1d12-4f4e-812e-5b7bfb54d49c,
2022-04-07 04:15:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.082,2022-04-07 05:44:04.082,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 04:22:00.000,e28911fc-c36c-42a6-a14e-06f57b9f78d3,
2022-05-07 14:49:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.594,2022-05-07 16:22:13.594,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 14:54:00.000,326e5a4e-4048-4c67-815b-0dbdf1205567,
2022-04-08 00:27:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.661,2022-04-08 05:51:03.661,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 00:38:00.000,915ea9cc-b99e-4956-b46d-0662e9ecf467,
2022-04-07 05:35:00.000,c8421746-397c-4776-bcce-cfdc988d0dbd,,2022-04-07 05:44:04.082,2022-04-07 05:44:04.082,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 05:37:00.000,3303ade2-934c-4d7a-afd5-8749d9cae0be,
2022-05-07 15:02:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.603,2022-05-07 16:22:13.603,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 15:08:00.000,d4753e1b-e89f-4afb-b560-fa0926b2e72f,
2022-04-07 22:20:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.659,2022-04-08 05:51:03.659,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 22:32:00.000,e45cf554-852c-4161-a27f-2bb27454c927,
2022-05-07 15:46:00.000,f19b16fd-38e8-46a4-9b9d-901a2a8b3050,,2022-05-07 16:22:13.604,2022-05-07 16:22:13.604,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-07 16:04:00.000,1f7bd0e8-719b-42a6-a893-b906ce3299eb,
2022-05-13 16:26:00.000,3698806f-882d-4df0-9add-93a669e6d599,,2022-05-13 16:43:17.354,2022-05-13 16:43:17.354,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-13 16:36:00.000,039b2acf-e9ae-4058-a752-f65626fc9fee,
2022-04-08 01:04:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.662,2022-04-08 05:51:03.662,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 01:24:00.000,7e21433d-03a5-430f-bb76-8bf0394fcefc,
2022-04-07 23:05:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.660,2022-04-08 05:51:03.660,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 23:13:00.000,be7e6c98-a2bf-4315-8bff-04bed23285dc,
2022-05-19 13:56:00.000,ec9f60eb-80c4-4566-a62f-b0a32360cb32,,2022-05-19 14:42:10.852,2022-05-19 14:42:10.852,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-19 14:08:00.000,cf1077c8-cb8a-429e-9bce-151bf2b44bd6,
2022-05-21 12:52:00.000,0fbfd3d6-b6dc-46d0-9bb5-422b9700e34e,,2022-05-21 13:52:38.046,2022-05-21 13:52:38.046,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-21 13:12:00.000,cd6b8f41-ad57-4d81-91c1-eb7939ffb493,
2022-05-21 13:34:00.000,0fbfd3d6-b6dc-46d0-9bb5-422b9700e34e,,2022-05-21 13:52:38.052,2022-05-21 13:52:38.052,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-21 13:48:00.000,d3abc751-ae52-41d6-8bb0-b56e29a05ea0,
2022-04-07 23:35:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.660,2022-04-08 05:51:03.660,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-07 23:36:00.000,3f41fac8-a957-4c13-91dd-badc6fce71dc,
2022-04-08 00:38:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.661,2022-04-08 05:51:03.661,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 00:44:00.000,40c25e54-3efe-4270-a127-cca3133225cc,
2022-04-08 01:53:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.663,2022-04-08 05:51:03.663,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 01:55:00.000,9e4971fa-d664-4f51-966d-be2f1a667ac5,
2022-05-24 16:06:00.000,9ab50ae9-83b5-4877-96cf-9082858a18c1,,2022-05-24 16:43:53.890,2022-05-24 16:43:53.890,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-24 16:39:00.000,dc57968d-ccf5-4afe-954d-3a318794a47f,
2022-04-08 02:53:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.663,2022-04-08 05:51:03.663,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 02:54:00.000,888c49c6-0084-4650-b2cd-44afa30897dc,
2022-04-08 04:28:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.664,2022-04-08 05:51:03.664,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 04:30:00.000,b12d9254-2428-4fe1-8b33-f0096f5dcec4,
2022-04-08 01:24:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.662,2022-04-08 05:51:03.662,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 01:25:00.000,028c4457-609b-4635-99c9-49880abb5dc3,
2022-04-08 04:51:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.665,2022-04-08 05:51:03.665,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 04:56:00.000,7a4a9640-a4e7-4532-bd66-efbb71b89ce1,
2022-05-29 14:23:00.000,da9679b1-223d-4086-9012-7618532526cb,,2022-05-29 15:33:44.822,2022-05-29 15:33:44.822,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-05-29 14:44:00.000,f3ba93d3-59e4-44a1-bc06-ca127f6ec789,
2022-04-08 01:55:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.663,2022-04-08 05:51:03.663,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 01:56:00.000,a97160a0-247b-43b2-8b8a-ad7129ff6e41,
2022-04-08 05:20:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.666,2022-04-08 05:51:03.666,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 05:35:00.000,1f82ba01-8550-4b96-984c-fa25c5c2b492,
2022-04-08 02:54:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.664,2022-04-08 05:51:03.664,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 03:37:00.000,f862df27-e719-4969-928e-1d03fc2f10e1,
2022-04-08 04:30:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.664,2022-04-08 05:51:03.664,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 04:35:00.000,8d4320e1-8a0a-4f52-b493-5ed8c67e79f5,
2022-04-09 21:14:00.000,692fec87-f8ba-4bfb-80d9-e9169f0045c9,,2022-04-09 23:17:33.731,2022-04-09 23:17:33.731,40003,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-09 21:27:00.000,8610309e-a355-49af-8f02-f743d1ca3233,
2022-04-08 04:56:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.665,2022-04-08 05:51:03.665,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 04:57:00.000,af64b912-94a1-4544-9d6d-4f3ce2b487d4,
2022-04-08 05:35:00.000,e9cff05c-9a39-4ebc-a69e-e540cd212ca3,,2022-04-08 05:51:03.666,2022-04-08 05:51:03.666,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-08 05:38:00.000,7a4f6c91-e8c6-407c-8a7b-dc6d66860937,
2022-04-09 22:19:00.000,692fec87-f8ba-4bfb-80d9-e9169f0045c9,,2022-04-09 23:17:33.731,2022-04-09 23:17:33.731,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-09 22:20:00.000,b4dcf9ca-b87e-4380-8702-21f00d3a127d,
2022-06-21 14:09:00.000,fe79ee2e-f313-40f0-a8a5-33f10c9bf156,,2022-06-21 15:30:31.142,2022-06-21 15:30:31.142,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-21 14:24:00.000,9afedb4e-a101-4117-ac72-deae4b654c44,
2022-04-09 21:27:00.000,692fec87-f8ba-4bfb-80d9-e9169f0045c9,,2022-04-09 23:17:33.731,2022-04-09 23:17:33.731,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-09 21:28:00.000,a4ca6688-3e63-49cf-8569-b59019e8874c,
2022-04-09 22:20:00.000,692fec87-f8ba-4bfb-80d9-e9169f0045c9,,2022-04-09 23:17:33.732,2022-04-09 23:17:33.732,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-09 22:50:00.000,b17cedf7-57d7-446f-8c2d-cd6f3590b810,
2022-04-11 13:12:00.000,2c7a20e7-ad88-43b9-b56e-c683a0e601cb,,2022-04-11 15:49:12.497,2022-04-11 15:49:12.497,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-11 13:16:00.000,19f176e3-b00d-45dc-b418-2d3f681727b1,
2022-04-11 13:16:00.000,2c7a20e7-ad88-43b9-b56e-c683a0e601cb,,2022-04-11 15:49:12.497,2022-04-11 15:49:12.497,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-11 13:17:00.000,ddaa1e89-7462-441e-9f19-33358148c165,
2022-04-11 14:21:00.000,2c7a20e7-ad88-43b9-b56e-c683a0e601cb,,2022-04-11 15:49:12.498,2022-04-11 15:49:12.498,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-11 14:48:00.000,ae8a143a-efda-45ac-973c-e495f0b3bba1,
2022-06-21 14:56:00.000,fe79ee2e-f313-40f0-a8a5-33f10c9bf156,,2022-06-21 15:30:31.144,2022-06-21 15:30:31.144,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-06-21 15:08:00.000,76456f76-5e78-457a-86f6-b168f9f3e5a4,
2022-04-11 14:05:00.000,2c7a20e7-ad88-43b9-b56e-c683a0e601cb,,2022-04-11 15:49:12.498,2022-04-11 15:49:12.498,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-11 14:21:00.000,889f6205-bfc5-4dd9-947e-71475c41d9d8,
2022-04-13 14:01:00.000,51be76e8-da94-42c0-99be-a95cabdc8eb4,,2022-04-13 14:42:20.315,2022-04-13 14:42:20.315,40001,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-13 14:03:00.000,ea61985c-0e57-4a4e-bc85-c43cc79c90db,
2022-04-14 12:47:00.000,8fc64f87-afc5-4a4c-9b01-726721eeb6c6,,2022-04-14 14:27:24.591,2022-04-14 14:27:24.591,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-14 13:18:00.000,f385a833-e1c7-4908-8284-127f3ec4c10e,
2022-04-13 13:59:00.000,51be76e8-da94-42c0-99be-a95cabdc8eb4,,2022-04-13 14:42:20.315,2022-04-13 14:42:20.315,40002,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-13 14:01:00.000,6a4b21c5-1e35-44da-a5ed-20a76de91c68,
2022-04-14 14:02:00.000,8fc64f87-afc5-4a4c-9b01-726721eeb6c6,,2022-04-14 14:27:24.591,2022-04-14 14:27:24.591,40004,UTC+0200,3JD7PDJoKB,com.sec.android.app.shealth,2022-04-14 14:09:00.000,0ff50ae7-f059-405a-bac2-9d2634421d1c,
