com.samsung.shealth.calories_burned.details,6212007,2
active_calories_goal,version,extra_data,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,,aa766752-7ee1-4ca2-a8f8-c1bcdb9c1b27.extra_data.json,0.0,0,1847.6776,2022-04-23 00:42:34.347,2022-04-01 13:57:47.859,0.0,3JD7PDJoKB,com.sec.android.app.shealth,aa766752-7ee1-4ca2-a8f8-c1bcdb9c1b27,1648339200000,
,,42d5128e-1c4a-4e4b-be8a-2961b89be84c.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.294,2022-04-01 13:57:47.799,0.0,3JD7PDJoKB,com.sec.android.app.shealth,42d5128e-1c4a-4e4b-be8a-2961b89be84c,1647648000000,
,,38c1d469-ac44-4ef7-a607-be24508567cb.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.287,2022-04-01 13:57:47.782,0.0,3JD7PDJoKB,com.sec.android.app.shealth,38c1d469-ac44-4ef7-a607-be24508567cb,1647561600000,
,,8d622a5a-794a-4973-b802-8c4949d12253.extra_data.json,0.0,0,1655.7799,2022-04-01 13:57:47.693,2022-04-01 13:57:47.693,0.0,3JD7PDJoKB,com.sec.android.app.shealth,8d622a5a-794a-4973-b802-8c4949d12253,1646611200000,
,,f037ea41-e444-4cc2-940e-36de6fc1c706.extra_data.json,0.0,0,1847.6776,2022-04-23 00:42:34.679,2022-04-01 13:57:47.868,0.0,3JD7PDJoKB,com.sec.android.app.shealth,f037ea41-e444-4cc2-940e-36de6fc1c706,1648425600000,
,,9f2119f7-a5cd-489a-86b9-9ab2f6df6d8c.extra_data.json,0.0,0,1655.7799,2022-04-01 13:57:47.706,2022-04-01 13:57:47.706,0.0,3JD7PDJoKB,com.sec.android.app.shealth,9f2119f7-a5cd-489a-86b9-9ab2f6df6d8c,1646697600000,
,,ebbc208d-001b-44e5-9a07-59dbc070eafc.extra_data.json,0.0,0,1842.0007,2022-04-26 19:40:54.240,2022-04-01 13:57:46.966,0.0,3JD7PDJoKB,com.sec.android.app.shealth,ebbc208d-001b-44e5-9a07-59dbc070eafc,1648771200000,
,,48a8d2f7-2d6d-4d7a-a6c6-7f6a18ca6f4f.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.280,2022-04-01 13:57:47.773,0.0,3JD7PDJoKB,com.sec.android.app.shealth,48a8d2f7-2d6d-4d7a-a6c6-7f6a18ca6f4f,1647475200000,
,,b1e83e6a-7edd-4777-8966-3d428fc8b6f3.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.320,2022-04-01 13:57:47.829,0.0,3JD7PDJoKB,com.sec.android.app.shealth,b1e83e6a-7edd-4777-8966-3d428fc8b6f3,1647993600000,
,,5ed35c8a-63cd-4fd3-9cc7-62e84570a9c0.extra_data.json,0.0,0,1847.6776,2022-04-23 00:42:35.055,2022-04-01 13:57:47.880,0.0,3JD7PDJoKB,com.sec.android.app.shealth,5ed35c8a-63cd-4fd3-9cc7-62e84570a9c0,1648512000000,
,,a0850f79-84b1-48f2-8d9a-98e767e4c54f.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.215,2022-04-01 13:57:47.714,0.0,3JD7PDJoKB,com.sec.android.app.shealth,a0850f79-84b1-48f2-8d9a-98e767e4c54f,1646784000000,
,,e3b727dd-87b3-4bf5-9e73-4a309b0dc4ea.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.232,2022-04-01 13:57:47.728,0.0,3JD7PDJoKB,com.sec.android.app.shealth,e3b727dd-87b3-4bf5-9e73-4a309b0dc4ea,1646956800000,
,,d109082b-ec99-4252-84d3-66330d1b44e5.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.223,2022-04-01 13:57:47.722,0.0,3JD7PDJoKB,com.sec.android.app.shealth,d109082b-ec99-4252-84d3-66330d1b44e5,1646870400000,
,,4fa615ce-13ac-4949-bf30-3079b6d6b674.extra_data.json,0.0,0,1842.0007,2022-04-26 19:40:53.864,2022-04-01 13:57:47.889,0.0,3JD7PDJoKB,com.sec.android.app.shealth,4fa615ce-13ac-4949-bf30-3079b6d6b674,1648598400000,
,,75cd2a65-e20b-42fe-99b1-c5b265252bea.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.346,2022-04-01 13:57:47.852,0.0,3JD7PDJoKB,com.sec.android.app.shealth,75cd2a65-e20b-42fe-99b1-c5b265252bea,1648252800000,
,,f0358e69-06a1-4e59-9538-6f3828074f34.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.300,2022-04-01 13:57:47.808,0.0,3JD7PDJoKB,com.sec.android.app.shealth,f0358e69-06a1-4e59-9538-6f3828074f34,1647734400000,
,,bc705075-5b97-4749-ad5f-b38d467efe1d.extra_data.json,0.0,0,1655.7799,2022-04-01 13:57:47.685,2022-04-01 13:57:47.685,0.0,3JD7PDJoKB,com.sec.android.app.shealth,bc705075-5b97-4749-ad5f-b38d467efe1d,1646524800000,
,,e47a49f4-ad04-4546-ab0d-cde0a13be7e3.extra_data.json,0.0,0,1655.7799,2022-04-01 13:57:47.673,2022-04-01 13:57:47.673,0.0,3JD7PDJoKB,com.sec.android.app.shealth,e47a49f4-ad04-4546-ab0d-cde0a13be7e3,1646438400000,
,,5317a673-75c4-4cfb-8f55-7dd878053266.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.241,2022-04-01 13:57:47.734,0.0,3JD7PDJoKB,com.sec.android.app.shealth,5317a673-75c4-4cfb-8f55-7dd878053266,1647043200000,
,,8ef5e195-7c20-4f48-952e-7db4dc38adea.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.257,2022-04-01 13:57:47.748,0.0,3JD7PDJoKB,com.sec.android.app.shealth,8ef5e195-7c20-4f48-952e-7db4dc38adea,1647216000000,
,,426f99cc-d1b4-4c30-a4ba-c1f59bc85981.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.273,2022-04-01 13:57:47.763,0.0,3JD7PDJoKB,com.sec.android.app.shealth,426f99cc-d1b4-4c30-a4ba-c1f59bc85981,1647388800000,
,,e99c918b-a35a-413f-8970-3566e2628e29.extra_data.json,0.0,0,1846.3379,2022-04-05 09:42:23.327,2022-04-01 13:57:47.837,0.0,3JD7PDJoKB,com.sec.android.app.shealth,e99c918b-a35a-413f-8970-3566e2628e29,1648080000000,
,,5132b2aa-cf07-4595-9329-85506d210a1a.extra_data.json,331.1,9674296,1634.5602,2022-04-26 19:40:54.447,2022-04-07 22:00:02.016,1128.9388,3JD7PDJoKB,com.sec.android.app.shealth,5132b2aa-cf07-4595-9329-85506d210a1a,1649376000000,
,,f6c9be2c-c885-4376-a082-0af8c11691e0.extra_data.json,135.40001,5832862,1716.398,2022-04-26 19:40:54.401,2022-04-06 22:00:00.706,369.3902,3JD7PDJoKB,com.sec.android.app.shealth,f6c9be2c-c885-4376-a082-0af8c11691e0,1649289600000,
,,faeb7052-3400-4774-9c2b-9c12d404e3cf.extra_data.json,134.6,6722639,1697.4421,2022-04-26 19:40:54.553,2022-04-09 22:48:38.922,541.3049,3JD7PDJoKB,com.sec.android.app.shealth,faeb7052-3400-4774-9c2b-9c12d404e3cf,1649548800000,
,,7720ed76-6cac-4103-8827-bf8154fa8336.extra_data.json,220.1,11400567,1597.7838,2022-04-26 19:40:54.593,2022-04-10 22:00:01.515,1250.8794,3JD7PDJoKB,com.sec.android.app.shealth,7720ed76-6cac-4103-8827-bf8154fa8336,1649635200000,
,,a4cf3021-5ffe-4d2e-bdf5-5f4755396915.extra_data.json,286.1,14287212,1536.2869,2022-04-26 19:40:54.377,2022-04-05 22:00:01.111,1195.6252,3JD7PDJoKB,com.sec.android.app.shealth,a4cf3021-5ffe-4d2e-bdf5-5f4755396915,1649203200000,
,,e8f5971b-9664-462c-a2a4-b78a73881876.extra_data.json,172.7,4334109,1748.3273,2022-04-26 19:40:54.508,2022-04-08 22:00:00.384,289.1692,3JD7PDJoKB,com.sec.android.app.shealth,e8f5971b-9664-462c-a2a4-b78a73881876,1649462400000,
,,b5bbe9de-a9fe-43fb-bfea-2779130760af.extra_data.json,99.1,2048723,1797.0151,2022-04-26 19:40:55.071,2022-04-13 22:00:01.540,170.44348,3JD7PDJoKB,com.sec.android.app.shealth,b5bbe9de-a9fe-43fb-bfea-2779130760af,1649894400000,
,,d72d2dc2-8b5d-490b-9723-2b0e85432742.extra_data.json,0.0,1151314,1816.1334,2022-04-26 19:40:55.198,2022-04-15 22:00:00.851,72.3715,3JD7PDJoKB,com.sec.android.app.shealth,d72d2dc2-8b5d-490b-9723-2b0e85432742,1650067200000,
,,1d2e74fa-9aa9-40d1-a606-9b3cbe7d5028.extra_data.json,147.8,14823443,1524.8632,2022-04-26 19:40:54.969,2022-04-12 22:00:02.150,1552.0779,3JD7PDJoKB,com.sec.android.app.shealth,1d2e74fa-9aa9-40d1-a606-9b3cbe7d5028,1649808000000,
,,cbc2eb31-72d5-42a3-a904-4990a02caf65.extra_data.json,0.0,2020836,1797.6093,2022-04-26 19:40:55.231,2022-04-16 22:00:00.627,130.43369,3JD7PDJoKB,com.sec.android.app.shealth,cbc2eb31-72d5-42a3-a904-4990a02caf65,1650153600000,
,,855925dd-93cd-471b-bebc-a31cb601918f.extra_data.json,104.200005,7577970,1679.2203,2022-04-26 19:40:54.777,2022-04-11 22:00:00.588,472.0115,3JD7PDJoKB,com.sec.android.app.shealth,855925dd-93cd-471b-bebc-a31cb601918f,1649721600000,
,,4cf86261-a986-4f0b-953b-543f1f9e2405.extra_data.json,0.0,15959610,1500.6583,2022-04-26 19:40:55.367,2022-04-19 22:00:00.785,1568.6367,3JD7PDJoKB,com.sec.android.app.shealth,4cf86261-a986-4f0b-953b-543f1f9e2405,1650412800000,
,,6ab77ffc-f0d9-4706-b66e-2d9bfdfc7034.extra_data.json,228.8,9070011,1647.434,2022-04-26 19:40:55.155,2022-04-14 22:00:00.698,1195.5088,3JD7PDJoKB,com.sec.android.app.shealth,6ab77ffc-f0d9-4706-b66e-2d9bfdfc7034,1649980800000,
,,f7b0ac0b-d5e7-455d-825a-1010f2b9dd51.extra_data.json,0.0,12705151,1571.1338,2022-04-26 19:40:55.574,2022-04-21 22:00:01.176,1471.981,3JD7PDJoKB,com.sec.android.app.shealth,f7b0ac0b-d5e7-455d-825a-1010f2b9dd51,1650585600000,
,,ff1c3b1e-c70b-418a-a8f0-65e2a2d1bace.extra_data.json,0.0,4390351,1747.129,2022-04-26 19:40:55.289,2022-04-18 22:00:01.371,381.6703,3JD7PDJoKB,com.sec.android.app.shealth,ff1c3b1e-c70b-418a-a8f0-65e2a2d1bace,1650326400000,
,,621e4208-4032-42b9-9bb1-02088c1e0651.extra_data.json,0.0,7931609,1672.9032,2022-04-26 10:43:19.921,2022-04-22 22:07:00.271,564.99445,3JD7PDJoKB,com.sec.android.app.shealth,621e4208-4032-42b9-9bb1-02088c1e0651,1650672000000,
,,5553f1ac-16bc-412c-aa28-cb2a62756fb1.extra_data.json,0.0,9299247,1642.5503,2022-04-26 19:40:55.266,2022-04-17 22:00:00.668,576.28516,3JD7PDJoKB,com.sec.android.app.shealth,5553f1ac-16bc-412c-aa28-cb2a62756fb1,1650240000000,
,,ad8dca94-c29a-4f14-a0bd-17a5ecc31fb6.extra_data.json,0.0,10177969,1625.012,2022-04-27 08:13:08.774,2022-04-25 22:00:00.539,1234.0928,3JD7PDJoKB,com.sec.android.app.shealth,ad8dca94-c29a-4f14-a0bd-17a5ecc31fb6,1650931200000,
,,f647be5d-df3e-4dbe-a775-b0883ccd3ba0.extra_data.json,0.0,8806848,1654.2435,2022-04-26 10:43:19.943,2022-04-24 22:00:39.275,566.8319,3JD7PDJoKB,com.sec.android.app.shealth,f647be5d-df3e-4dbe-a775-b0883ccd3ba0,1650844800000,
,,56768e18-3b83-4ba6-8ca2-b4ee5bea30b1.extra_data.json,0.0,7636261,1670.6506,2022-04-29 00:38:06.712,2022-04-27 22:00:00.509,512.9329,3JD7PDJoKB,com.sec.android.app.shealth,56768e18-3b83-4ba6-8ca2-b4ee5bea30b1,1651104000000,
,,ba92e661-da64-4e16-b189-7dadea136214.extra_data.json,0.0,2328414,1792.3601,2022-04-26 19:40:55.413,2022-04-20 22:00:02.918,154.25005,3JD7PDJoKB,com.sec.android.app.shealth,ba92e661-da64-4e16-b189-7dadea136214,1650499200000,
,,8d5a04d3-5fbc-4799-a530-811f33175932.extra_data.json,0.0,10801954,1603.5035,2022-04-30 00:41:53.902,2022-04-28 22:00:01.745,1293.449,3JD7PDJoKB,com.sec.android.app.shealth,8d5a04d3-5fbc-4799-a530-811f33175932,1651190400000,
,,e2811273-9a2b-47ea-983c-3f3473ae1411.extra_data.json,0.0,10455026,1610.8622,2022-05-02 23:21:57.423,2022-05-01 22:09:48.365,1286.9459,3JD7PDJoKB,com.sec.android.app.shealth,e2811273-9a2b-47ea-983c-3f3473ae1411,1651449600000,
,,cb771686-7010-4d78-a3a3-03e27ed03bc3.extra_data.json,0.0,4926635,1728.1244,2022-05-02 15:53:43.101,2022-04-30 22:00:01.933,405.44803,3JD7PDJoKB,com.sec.android.app.shealth,cb771686-7010-4d78-a3a3-03e27ed03bc3,1651363200000,
,,b5a4f44c-ea49-4295-84db-2798b2adf14d.extra_data.json,0.0,11135036,1604.6078,2022-04-26 10:43:19.932,2022-04-23 22:00:00.644,850.56714,3JD7PDJoKB,com.sec.android.app.shealth,b5a4f44c-ea49-4295-84db-2798b2adf14d,1650758400000,
,,e3f6ad5a-437c-49e5-b835-d665c91908ae.extra_data.json,0.0,4911051,1728.455,2022-05-08 23:09:46.047,2022-05-07 22:01:18.744,357.62506,3JD7PDJoKB,com.sec.android.app.shealth,e3f6ad5a-437c-49e5-b835-d665c91908ae,1651968000000,
,,70f374f4-3619-4e8b-8e67-06dd937ea796.extra_data.json,0.0,8432656,1653.7584,2022-04-29 00:38:06.683,2022-04-26 22:44:58.095,546.4886,3JD7PDJoKB,com.sec.android.app.shealth,70f374f4-3619-4e8b-8e67-06dd937ea796,1651017600000,
,,23537439-0a30-4667-a52f-af73faa99809.extra_data.json,0.0,5661564,1712.5358,2022-05-04 22:00:01.325,2022-05-03 22:00:01.268,458.36993,3JD7PDJoKB,com.sec.android.app.shealth,23537439-0a30-4667-a52f-af73faa99809,1651622400000,
,,67dc966c-9803-43a3-9bc9-1ee5d851df3c.extra_data.json,0.0,9524196,1630.606,2022-05-07 23:37:25.677,2022-05-06 22:00:01.864,607.37823,3JD7PDJoKB,com.sec.android.app.shealth,67dc966c-9803-43a3-9bc9-1ee5d851df3c,1651881600000,
,,481c7d47-eefe-47b6-a54c-8377c05b3d5a.extra_data.json,0.0,8574217,1650.7559,2022-05-04 07:55:23.918,2022-05-02 22:07:56.837,584.73413,3JD7PDJoKB,com.sec.android.app.shealth,481c7d47-eefe-47b6-a54c-8377c05b3d5a,1651536000000,
,,4043cdf3-26e8-4ced-8ed0-33b966fa4590.extra_data.json,0.0,13337108,1573.5216,2022-05-10 22:00:01.470,2022-05-09 22:06:20.081,1661.804,3JD7PDJoKB,com.sec.android.app.shealth,4043cdf3-26e8-4ced-8ed0-33b966fa4590,1652140800000,
,,2f8212b6-d58b-4876-91ee-135fc8207e45.extra_data.json,0.0,6358137,1697.7609,2022-05-05 23:50:41.692,2022-05-04 22:00:01.137,399.10522,3JD7PDJoKB,com.sec.android.app.shealth,2f8212b6-d58b-4876-91ee-135fc8207e45,1651708800000,
,,1ceb140f-baa9-4079-a48c-7c74c793ed58.extra_data.json,0.0,4381652,1739.684,2022-05-01 00:18:18.998,2022-04-29 22:07:27.067,272.37067,3JD7PDJoKB,com.sec.android.app.shealth,1ceb140f-baa9-4079-a48c-7c74c793ed58,1651276800000,
,,7279695c-3e46-4628-8e8c-41bc5d553588.extra_data.json,0.0,297482,1854.3499,2022-05-16 22:00:01.501,2022-05-15 22:14:11.154,18.680004,3JD7PDJoKB,com.sec.android.app.shealth,7279695c-3e46-4628-8e8c-41bc5d553588,1652659200000,
,,01d3fe24-3743-4a94-84fb-a313a42d854f.extra_data.json,0.0,3192212,1792.0074,2022-05-14 00:48:41.334,2022-05-12 22:00:00.486,250.76978,3JD7PDJoKB,com.sec.android.app.shealth,01d3fe24-3743-4a94-84fb-a313a42d854f,1652400000000,
,,1b8ac1f1-8e40-4d7c-9e22-2d4229ddb7b6.extra_data.json,0.0,402201,1852.0946,2022-05-14 22:04:45.073,2022-05-13 22:00:01.470,25.500216,3JD7PDJoKB,com.sec.android.app.shealth,1b8ac1f1-8e40-4d7c-9e22-2d4229ddb7b6,1652486400000,
,,b7b99233-9607-4bcb-acda-9d2f4faa573f.extra_data.json,0.0,7566409,1697.8024,2022-05-23 08:26:11.801,2022-05-21 22:00:00.509,480.36975,3JD7PDJoKB,com.sec.android.app.shealth,b7b99233-9607-4bcb-acda-9d2f4faa573f,1653177600000,
